,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
623,990,1724,3193,1873,1873,1873,IMG_0094_,IMG_0094_3_0200SET_registered.tif,IMG_0094_2_0200SET_registered.tif,IMG_0094_1_0200SET_registered.tif,IMG_0094_5_0200SET_registered.tif,IMG_0094_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
624,991,1725,3194,1874,1874,1874,IMG_0038_,IMG_0038_3_0200SET_registered.tif,IMG_0038_2_0200SET_registered.tif,IMG_0038_1_0200SET_registered.tif,IMG_0038_5_0200SET_registered.tif,IMG_0038_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
625,992,1726,3195,1875,1875,1875,IMG_0045_,IMG_0045_3_0200SET_registered.tif,IMG_0045_2_0200SET_registered.tif,IMG_0045_1_0200SET_registered.tif,IMG_0045_5_0200SET_registered.tif,IMG_0045_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
626,993,1727,3196,1876,1876,1876,IMG_0057_,IMG_0057_3_0200SET_registered.tif,IMG_0057_2_0200SET_registered.tif,IMG_0057_1_0200SET_registered.tif,IMG_0057_5_0200SET_registered.tif,IMG_0057_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
627,994,1728,3197,1877,1877,1877,IMG_0024_,IMG_0024_3_0200SET_registered.tif,IMG_0024_2_0200SET_registered.tif,IMG_0024_1_0200SET_registered.tif,IMG_0024_5_0200SET_registered.tif,IMG_0024_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
628,995,1729,3198,1878,1878,1878,IMG_0065_,IMG_0065_3_0200SET_registered.tif,IMG_0065_2_0200SET_registered.tif,IMG_0065_1_0200SET_registered.tif,IMG_0065_5_0200SET_registered.tif,IMG_0065_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
629,996,1730,3199,1879,1879,1879,IMG_0105_,IMG_0105_3_0200SET_registered.tif,IMG_0105_2_0200SET_registered.tif,IMG_0105_1_0200SET_registered.tif,IMG_0105_5_0200SET_registered.tif,IMG_0105_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
630,997,1731,3200,1880,1880,1880,IMG_0054_,IMG_0054_3_0200SET_registered.tif,IMG_0054_2_0200SET_registered.tif,IMG_0054_1_0200SET_registered.tif,IMG_0054_5_0200SET_registered.tif,IMG_0054_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
631,998,1732,3201,1881,1881,1881,IMG_0021_,IMG_0021_3_0200SET_registered.tif,IMG_0021_2_0200SET_registered.tif,IMG_0021_1_0200SET_registered.tif,IMG_0021_5_0200SET_registered.tif,IMG_0021_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
632,999,1733,3202,1882,1882,1882,IMG_0023_,IMG_0023_3_0200SET_registered.tif,IMG_0023_2_0200SET_registered.tif,IMG_0023_1_0200SET_registered.tif,IMG_0023_5_0200SET_registered.tif,IMG_0023_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
633,1000,1734,3203,1883,1883,1883,IMG_0097_,IMG_0097_3_0200SET_registered.tif,IMG_0097_2_0200SET_registered.tif,IMG_0097_1_0200SET_registered.tif,IMG_0097_5_0200SET_registered.tif,IMG_0097_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
634,1001,1735,3204,1884,1884,1884,IMG_0056_,IMG_0056_3_0200SET_registered.tif,IMG_0056_2_0200SET_registered.tif,IMG_0056_1_0200SET_registered.tif,IMG_0056_5_0200SET_registered.tif,IMG_0056_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
635,1002,1736,3205,1885,1885,1885,IMG_0070_,IMG_0070_3_0200SET_registered.tif,IMG_0070_2_0200SET_registered.tif,IMG_0070_1_0200SET_registered.tif,IMG_0070_5_0200SET_registered.tif,IMG_0070_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
636,1003,1737,3206,1886,1886,1886,IMG_0049_,IMG_0049_3_0200SET_registered.tif,IMG_0049_2_0200SET_registered.tif,IMG_0049_1_0200SET_registered.tif,IMG_0049_5_0200SET_registered.tif,IMG_0049_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
637,1004,1738,3207,1887,1887,1887,IMG_0033_,IMG_0033_3_0200SET_registered.tif,IMG_0033_2_0200SET_registered.tif,IMG_0033_1_0200SET_registered.tif,IMG_0033_5_0200SET_registered.tif,IMG_0033_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
638,1005,1739,3208,1888,1888,1888,IMG_0040_,IMG_0040_3_0200SET_registered.tif,IMG_0040_2_0200SET_registered.tif,IMG_0040_1_0200SET_registered.tif,IMG_0040_5_0200SET_registered.tif,IMG_0040_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
639,1006,1740,3209,1889,1889,1889,IMG_0066_,IMG_0066_3_0200SET_registered.tif,IMG_0066_2_0200SET_registered.tif,IMG_0066_1_0200SET_registered.tif,IMG_0066_5_0200SET_registered.tif,IMG_0066_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
640,1007,1741,3210,1890,1890,1890,IMG_0075_,IMG_0075_3_0200SET_registered.tif,IMG_0075_2_0200SET_registered.tif,IMG_0075_1_0200SET_registered.tif,IMG_0075_5_0200SET_registered.tif,IMG_0075_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
641,1008,1742,3211,1891,1891,1891,IMG_0098_,IMG_0098_3_0200SET_registered.tif,IMG_0098_2_0200SET_registered.tif,IMG_0098_1_0200SET_registered.tif,IMG_0098_5_0200SET_registered.tif,IMG_0098_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
642,1009,1743,3212,1892,1892,1892,IMG_0123_,IMG_0123_3_0200SET_registered.tif,IMG_0123_2_0200SET_registered.tif,IMG_0123_1_0200SET_registered.tif,IMG_0123_5_0200SET_registered.tif,IMG_0123_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
643,1010,1744,3213,1893,1893,1893,IMG_0072_,IMG_0072_3_0200SET_registered.tif,IMG_0072_2_0200SET_registered.tif,IMG_0072_1_0200SET_registered.tif,IMG_0072_5_0200SET_registered.tif,IMG_0072_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
644,1011,1745,3214,1894,1894,1894,IMG_0013_,IMG_0013_3_0200SET_registered.tif,IMG_0013_2_0200SET_registered.tif,IMG_0013_1_0200SET_registered.tif,IMG_0013_5_0200SET_registered.tif,IMG_0013_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
645,1012,1746,3215,1895,1895,1895,IMG_0036_,IMG_0036_3_0200SET_registered.tif,IMG_0036_2_0200SET_registered.tif,IMG_0036_1_0200SET_registered.tif,IMG_0036_5_0200SET_registered.tif,IMG_0036_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
646,1013,1747,3216,1896,1896,1896,IMG_0064_,IMG_0064_3_0200SET_registered.tif,IMG_0064_2_0200SET_registered.tif,IMG_0064_1_0200SET_registered.tif,IMG_0064_5_0200SET_registered.tif,IMG_0064_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
647,1014,1748,3217,1897,1897,1897,IMG_0022_,IMG_0022_3_0200SET_registered.tif,IMG_0022_2_0200SET_registered.tif,IMG_0022_1_0200SET_registered.tif,IMG_0022_5_0200SET_registered.tif,IMG_0022_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
648,1015,1749,3218,1898,1898,1898,IMG_0051_,IMG_0051_3_0200SET_registered.tif,IMG_0051_2_0200SET_registered.tif,IMG_0051_1_0200SET_registered.tif,IMG_0051_5_0200SET_registered.tif,IMG_0051_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
649,1016,1750,3219,1899,1899,1899,IMG_0010_,IMG_0010_3_0200SET_registered.tif,IMG_0010_2_0200SET_registered.tif,IMG_0010_1_0200SET_registered.tif,IMG_0010_5_0200SET_registered.tif,IMG_0010_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
650,1017,1751,3220,1900,1900,1900,IMG_0009_,IMG_0009_3_0200SET_registered.tif,IMG_0009_2_0200SET_registered.tif,IMG_0009_1_0200SET_registered.tif,IMG_0009_5_0200SET_registered.tif,IMG_0009_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
651,1018,1752,3221,1901,1901,1901,IMG_0048_,IMG_0048_3_0200SET_registered.tif,IMG_0048_2_0200SET_registered.tif,IMG_0048_1_0200SET_registered.tif,IMG_0048_5_0200SET_registered.tif,IMG_0048_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
652,1019,1753,3222,1902,1902,1902,IMG_0034_,IMG_0034_3_0200SET_registered.tif,IMG_0034_2_0200SET_registered.tif,IMG_0034_1_0200SET_registered.tif,IMG_0034_5_0200SET_registered.tif,IMG_0034_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
653,1020,1754,3223,1903,1903,1903,IMG_0015_,IMG_0015_3_0200SET_registered.tif,IMG_0015_2_0200SET_registered.tif,IMG_0015_1_0200SET_registered.tif,IMG_0015_5_0200SET_registered.tif,IMG_0015_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
654,1021,1755,3224,1904,1904,1904,IMG_0019_,IMG_0019_3_0200SET_registered.tif,IMG_0019_2_0200SET_registered.tif,IMG_0019_1_0200SET_registered.tif,IMG_0019_5_0200SET_registered.tif,IMG_0019_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
655,1022,1756,3225,1905,1905,1905,IMG_0086_,IMG_0086_3_0200SET_registered.tif,IMG_0086_2_0200SET_registered.tif,IMG_0086_1_0200SET_registered.tif,IMG_0086_5_0200SET_registered.tif,IMG_0086_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
656,1023,1757,3226,1906,1906,1906,IMG_0068_,IMG_0068_3_0200SET_registered.tif,IMG_0068_2_0200SET_registered.tif,IMG_0068_1_0200SET_registered.tif,IMG_0068_5_0200SET_registered.tif,IMG_0068_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
657,1024,1758,3227,1907,1907,1907,IMG_0091_,IMG_0091_3_0200SET_registered.tif,IMG_0091_2_0200SET_registered.tif,IMG_0091_1_0200SET_registered.tif,IMG_0091_5_0200SET_registered.tif,IMG_0091_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
658,1025,1759,3228,1908,1908,1908,IMG_0118_,IMG_0118_3_0200SET_registered.tif,IMG_0118_2_0200SET_registered.tif,IMG_0118_1_0200SET_registered.tif,IMG_0118_5_0200SET_registered.tif,IMG_0118_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
659,1026,1760,3229,1909,1909,1909,IMG_0121_,IMG_0121_3_0200SET_registered.tif,IMG_0121_2_0200SET_registered.tif,IMG_0121_1_0200SET_registered.tif,IMG_0121_5_0200SET_registered.tif,IMG_0121_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
660,1027,1761,3230,1910,1910,1910,IMG_0122_,IMG_0122_3_0200SET_registered.tif,IMG_0122_2_0200SET_registered.tif,IMG_0122_1_0200SET_registered.tif,IMG_0122_5_0200SET_registered.tif,IMG_0122_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
661,1028,1762,3231,1911,1911,1911,IMG_0044_,IMG_0044_3_0200SET_registered.tif,IMG_0044_2_0200SET_registered.tif,IMG_0044_1_0200SET_registered.tif,IMG_0044_5_0200SET_registered.tif,IMG_0044_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
662,1029,1763,3232,1912,1912,1912,IMG_0113_,IMG_0113_3_0200SET_registered.tif,IMG_0113_2_0200SET_registered.tif,IMG_0113_1_0200SET_registered.tif,IMG_0113_5_0200SET_registered.tif,IMG_0113_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
663,1030,1764,3233,1913,1913,1913,IMG_0115_,IMG_0115_3_0200SET_registered.tif,IMG_0115_2_0200SET_registered.tif,IMG_0115_1_0200SET_registered.tif,IMG_0115_5_0200SET_registered.tif,IMG_0115_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
664,1031,1765,3234,1914,1914,1914,IMG_0053_,IMG_0053_3_0200SET_registered.tif,IMG_0053_2_0200SET_registered.tif,IMG_0053_1_0200SET_registered.tif,IMG_0053_5_0200SET_registered.tif,IMG_0053_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
665,1032,1766,3235,1915,1915,1915,IMG_0117_,IMG_0117_3_0200SET_registered.tif,IMG_0117_2_0200SET_registered.tif,IMG_0117_1_0200SET_registered.tif,IMG_0117_5_0200SET_registered.tif,IMG_0117_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
666,1033,1767,3236,1916,1916,1916,IMG_0116_,IMG_0116_3_0200SET_registered.tif,IMG_0116_2_0200SET_registered.tif,IMG_0116_1_0200SET_registered.tif,IMG_0116_5_0200SET_registered.tif,IMG_0116_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
667,1034,1768,3237,1917,1917,1917,IMG_0100_,IMG_0100_3_0200SET_registered.tif,IMG_0100_2_0200SET_registered.tif,IMG_0100_1_0200SET_registered.tif,IMG_0100_5_0200SET_registered.tif,IMG_0100_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
668,1035,1769,3238,1918,1918,1918,IMG_0111_,IMG_0111_3_0200SET_registered.tif,IMG_0111_2_0200SET_registered.tif,IMG_0111_1_0200SET_registered.tif,IMG_0111_5_0200SET_registered.tif,IMG_0111_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
669,1036,1770,3239,1919,1919,1919,IMG_0076_,IMG_0076_3_0200SET_registered.tif,IMG_0076_2_0200SET_registered.tif,IMG_0076_1_0200SET_registered.tif,IMG_0076_5_0200SET_registered.tif,IMG_0076_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
670,1037,1771,3240,1920,1920,1920,IMG_0081_,IMG_0081_3_0200SET_registered.tif,IMG_0081_2_0200SET_registered.tif,IMG_0081_1_0200SET_registered.tif,IMG_0081_5_0200SET_registered.tif,IMG_0081_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
671,1038,1772,3241,1921,1921,1921,IMG_0032_,IMG_0032_3_0200SET_registered.tif,IMG_0032_2_0200SET_registered.tif,IMG_0032_1_0200SET_registered.tif,IMG_0032_5_0200SET_registered.tif,IMG_0032_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
672,1039,1773,3242,1922,1922,1922,IMG_0029_,IMG_0029_3_0200SET_registered.tif,IMG_0029_2_0200SET_registered.tif,IMG_0029_1_0200SET_registered.tif,IMG_0029_5_0200SET_registered.tif,IMG_0029_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
673,1040,1774,3243,1923,1923,1923,IMG_0071_,IMG_0071_3_0200SET_registered.tif,IMG_0071_2_0200SET_registered.tif,IMG_0071_1_0200SET_registered.tif,IMG_0071_5_0200SET_registered.tif,IMG_0071_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
674,1041,1775,3244,1924,1924,1924,IMG_0016_,IMG_0016_3_0200SET_registered.tif,IMG_0016_2_0200SET_registered.tif,IMG_0016_1_0200SET_registered.tif,IMG_0016_5_0200SET_registered.tif,IMG_0016_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
675,1042,1776,3245,1925,1925,1925,IMG_0039_,IMG_0039_3_0200SET_registered.tif,IMG_0039_2_0200SET_registered.tif,IMG_0039_1_0200SET_registered.tif,IMG_0039_5_0200SET_registered.tif,IMG_0039_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
676,1043,1777,3246,1926,1926,1926,IMG_0063_,IMG_0063_3_0200SET_registered.tif,IMG_0063_2_0200SET_registered.tif,IMG_0063_1_0200SET_registered.tif,IMG_0063_5_0200SET_registered.tif,IMG_0063_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
677,1044,1778,3247,1927,1927,1927,IMG_0073_,IMG_0073_3_0200SET_registered.tif,IMG_0073_2_0200SET_registered.tif,IMG_0073_1_0200SET_registered.tif,IMG_0073_5_0200SET_registered.tif,IMG_0073_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
678,1045,1779,3248,1928,1928,1928,IMG_0050_,IMG_0050_3_0200SET_registered.tif,IMG_0050_2_0200SET_registered.tif,IMG_0050_1_0200SET_registered.tif,IMG_0050_5_0200SET_registered.tif,IMG_0050_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
679,1046,1780,3249,1929,1929,1929,IMG_0085_,IMG_0085_3_0200SET_registered.tif,IMG_0085_2_0200SET_registered.tif,IMG_0085_1_0200SET_registered.tif,IMG_0085_5_0200SET_registered.tif,IMG_0085_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
680,1047,1781,3250,1930,1930,1930,IMG_0079_,IMG_0079_3_0200SET_registered.tif,IMG_0079_2_0200SET_registered.tif,IMG_0079_1_0200SET_registered.tif,IMG_0079_5_0200SET_registered.tif,IMG_0079_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
681,1048,1782,3251,1931,1931,1931,IMG_0006_,IMG_0006_3_0200SET_registered.tif,IMG_0006_2_0200SET_registered.tif,IMG_0006_1_0200SET_registered.tif,IMG_0006_5_0200SET_registered.tif,IMG_0006_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
682,1049,1783,3252,1932,1932,1932,IMG_0093_,IMG_0093_3_0200SET_registered.tif,IMG_0093_2_0200SET_registered.tif,IMG_0093_1_0200SET_registered.tif,IMG_0093_5_0200SET_registered.tif,IMG_0093_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
683,1050,1784,3253,1933,1933,1933,IMG_0108_,IMG_0108_3_0200SET_registered.tif,IMG_0108_2_0200SET_registered.tif,IMG_0108_1_0200SET_registered.tif,IMG_0108_5_0200SET_registered.tif,IMG_0108_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
684,1051,1785,3254,1934,1934,1934,IMG_0005_,IMG_0005_3_0200SET_registered.tif,IMG_0005_2_0200SET_registered.tif,IMG_0005_1_0200SET_registered.tif,IMG_0005_5_0200SET_registered.tif,IMG_0005_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
685,1052,1786,3255,1935,1935,1935,IMG_0003_,IMG_0003_3_0200SET_registered.tif,IMG_0003_2_0200SET_registered.tif,IMG_0003_1_0200SET_registered.tif,IMG_0003_5_0200SET_registered.tif,IMG_0003_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
686,1053,1787,3256,1936,1936,1936,IMG_0114_,IMG_0114_3_0200SET_registered.tif,IMG_0114_2_0200SET_registered.tif,IMG_0114_1_0200SET_registered.tif,IMG_0114_5_0200SET_registered.tif,IMG_0114_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
687,1054,1788,3257,1937,1937,1937,IMG_0090_,IMG_0090_3_0200SET_registered.tif,IMG_0090_2_0200SET_registered.tif,IMG_0090_1_0200SET_registered.tif,IMG_0090_5_0200SET_registered.tif,IMG_0090_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
688,1055,1789,3258,1938,1938,1938,IMG_0007_,IMG_0007_3_0200SET_registered.tif,IMG_0007_2_0200SET_registered.tif,IMG_0007_1_0200SET_registered.tif,IMG_0007_5_0200SET_registered.tif,IMG_0007_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
689,1056,1790,3259,1939,1939,1939,IMG_0014_,IMG_0014_3_0200SET_registered.tif,IMG_0014_2_0200SET_registered.tif,IMG_0014_1_0200SET_registered.tif,IMG_0014_5_0200SET_registered.tif,IMG_0014_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
690,1057,1791,3260,1940,1940,1940,IMG_0112_,IMG_0112_3_0200SET_registered.tif,IMG_0112_2_0200SET_registered.tif,IMG_0112_1_0200SET_registered.tif,IMG_0112_5_0200SET_registered.tif,IMG_0112_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
691,1058,1792,3261,1941,1941,1941,IMG_0004_,IMG_0004_3_0200SET_registered.tif,IMG_0004_2_0200SET_registered.tif,IMG_0004_1_0200SET_registered.tif,IMG_0004_5_0200SET_registered.tif,IMG_0004_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
692,1059,1793,3262,1942,1942,1942,IMG_0002_,IMG_0002_3_0200SET_registered.tif,IMG_0002_2_0200SET_registered.tif,IMG_0002_1_0200SET_registered.tif,IMG_0002_5_0200SET_registered.tif,IMG_0002_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
693,1060,1794,3263,1943,1943,1943,IMG_0008_,IMG_0008_3_0200SET_registered.tif,IMG_0008_2_0200SET_registered.tif,IMG_0008_1_0200SET_registered.tif,IMG_0008_5_0200SET_registered.tif,IMG_0008_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,val
694,1061,1795,3264,1944,1944,1944,IMG_0022_,IMG_0022_3_4_0098SET_registered.tif,IMG_0022_2_4_0098SET_registered.tif,IMG_0022_1_4_0098SET_registered.tif,IMG_0022_5_4_0098SET_registered.tif,IMG_0022_4_4_0098SET_registered.tif,Field36,2021-06-08,no_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/no_blackgrass,no_blackgrass,val
