,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
1112,1838,7409,7409,7409,IMG_0091_,IMG_0091_3_0236SET_registered.tif,IMG_0091_2_0236SET_registered.tif,IMG_0091_1_0236SET_registered.tif,IMG_0091_5_0236SET_registered.tif,IMG_0091_4_0236SET_registered.tif,Field46,2020-12-16,no_blackgrass,early,winter_wheat,type7,../data/Field46/2020-12-16/no_blackgrass,no_blackgrass,train
1151,1990,5866,5866,5866,IMG_0097_,IMG_0097_3_2_0152SET_registered.tif,IMG_0097_2_2_0151SET_registered.tif,IMG_0097_1_2_0151SET_registered.tif,IMG_0097_5_2_0152SET_registered.tif,IMG_0097_4_2_0152SET_registered.tif,Field37,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field37/2021-03-12/no_blackgrass,no_blackgrass,train
1105,2247,8816,8816,8816,IMG_0091_,IMG_0091_3_3_0188SET_registered.tif,IMG_0091_2_3_0188SET_registered.tif,IMG_0091_1_3_0188SET_registered.tif,IMG_0091_5_3_0188SET_registered.tif,IMG_0091_4_3_0188SET_registered.tif,Field23,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/no_blackgrass,no_blackgrass,train
889,2587,8350,8350,8350,IMG_0042_,IMG_0042_3_2_0104SET_registered.tif,IMG_0042_2_2_0104SET_registered.tif,IMG_0042_1_2_0104SET_registered.tif,IMG_0042_5_2_0104SET_registered.tif,IMG_0042_4_2_0104SET_registered.tif,Field23,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/no_blackgrass,no_blackgrass,train
1451,2866,7923,7923,7923,IMG_0086_,IMG_0086_3_4_0030SET_registered.tif,IMG_0086_2_4_0030SET_registered.tif,IMG_0086_1_4_0030SET_registered.tif,IMG_0086_5_4_0030SET_registered.tif,IMG_0086_4_4_0030SET_registered.tif,Field17,2021-05-14,no_blackgrass,late,winter_wheat,type7,../data/Field17/2021-05-14/no_blackgrass,no_blackgrass,train
726,2694,181,181,181,IMG_0025_,IMG_0025_3_0231SET_registered.tif,IMG_0025_2_0231SET_registered.tif,IMG_0025_1_0231SET_registered.tif,IMG_0025_5_0231SET_registered.tif,IMG_0025_4_0231SET_registered.tif,Field43,2020-12-14,no_blackgrass,early,winter_wheat,type6,../data/Field43/2020-12-14/no_blackgrass,no_blackgrass,train
805,2613,7373,7373,7373,IMG_0037_,IMG_0037_3_0236SET_registered.tif,IMG_0037_2_0236SET_registered.tif,IMG_0037_1_0236SET_registered.tif,IMG_0037_5_0236SET_registered.tif,IMG_0037_4_0236SET_registered.tif,Field46,2020-12-16,no_blackgrass,early,winter_wheat,type7,../data/Field46/2020-12-16/no_blackgrass,no_blackgrass,train
764,2243,93,93,93,IMG_0002_,IMG_0002_3_3_0050SET_registered.tif,IMG_0002_2_3_0050SET_registered.tif,IMG_0002_1_3_0050SET_registered.tif,IMG_0002_5_3_0050SET_registered.tif,IMG_0002_4_3_0050SET_registered.tif,Field43,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field43/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
769,2162,13146,13146,13146,IMG_0014_,IMG_0014_3_0147SET_registered.tif,IMG_0014_2_0147SET_registered.tif,IMG_0014_1_0147SET_registered.tif,IMG_0014_5_0147SET_registered.tif,IMG_0014_4_0147SET_registered.tif,Field15,2020-11-04,no_blackgrass,early,winter_wheat,type6,../data/Field15/2020-11-04/no_blackgrass,no_blackgrass,train
1110,2796,11909,11909,11909,IMG_0028_,IMG_0028_3_2_0013SET_registered.tif,IMG_0028_2_2_0013SET_registered.tif,IMG_0028_1_2_0013SET_registered.tif,IMG_0028_5_2_0013SET_registered.tif,IMG_0028_4_2_0013SET_registered.tif,Field50,2021-01-18,no_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/no_blackgrass,no_blackgrass,train
1140,1728,14026,14026,14026,IMG_0122_,IMG_0122_3_3_0150SET_registered.tif,IMG_0122_2_3_0150SET_registered.tif,IMG_0122_1_3_0150SET_registered.tif,IMG_0122_5_3_0150SET_registered.tif,IMG_0122_4_3_0150SET_registered.tif,Field95,2021-04-28,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/no_blackgrass,no_blackgrass,train
1240,2175,8179,8179,8179,IMG_0057_,IMG_0057_3_4_0071SET_registered.tif,IMG_0057_2_4_0071SET_registered.tif,IMG_0057_1_4_0071SET_registered.tif,IMG_0057_5_4_0071SET_registered.tif,IMG_0057_4_4_0071SET_registered.tif,Field73,2021-05-26,no_blackgrass,late,winter_wheat,type8,../data/Field73/2021-05-26/no_blackgrass,no_blackgrass,train
991,2190,15827,15827,15827,IMG_0040_,IMG_0040_3_3_0034SET_registered.tif,IMG_0040_2_3_0034SET_registered.tif,IMG_0040_1_3_0034SET_registered.tif,IMG_0040_5_3_0034SET_registered.tif,IMG_0040_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
776,2933,14897,14897,14897,IMG_0014_,IMG_0014_3_0213SET_registered.tif,IMG_0014_2_0213SET_registered.tif,IMG_0014_1_0213SET_registered.tif,IMG_0014_5_0213SET_registered.tif,IMG_0014_4_0213SET_registered.tif,Field41,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field41/2020-11-26/no_blackgrass,no_blackgrass,train
1390,1554,10633,10633,10633,IMG_0071_,IMG_0071_3_4_0015SET_registered.tif,IMG_0071_2_4_0015SET_registered.tif,IMG_0071_1_4_0015SET_registered.tif,IMG_0071_5_4_0015SET_registered.tif,IMG_0071_4_4_0015SET_registered.tif,Field97,2021-05-13,no_blackgrass,late,winter_barley,type4,../data/Field97/2021-05-13/no_blackgrass,no_blackgrass,train
1419,2778,5576,5576,5576,IMG_0068_,IMG_0068_3_2_0068SET_registered.tif,IMG_0068_2_2_0068SET_registered.tif,IMG_0068_1_2_0068SET_registered.tif,IMG_0068_5_2_0068SET_registered.tif,IMG_0068_4_2_0068SET_registered.tif,Field29,2021-01-29,no_blackgrass,mid,winter_wheat,type2,../data/Field29/2021-01-29/no_blackgrass,no_blackgrass,train
980,1828,13301,13301,13301,IMG_0086_,IMG_0086_3_3_0012SET_registered.tif,IMG_0086_2_3_0012SET_registered.tif,IMG_0086_1_3_0012SET_registered.tif,IMG_0086_5_3_0012SET_registered.tif,IMG_0086_4_3_0012SET_registered.tif,Field15,2021-03-19(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field15/2021-03-19(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
789,2460,11695,11695,11695,IMG_0076_,IMG_0076_3_3_0070SET_registered.tif,IMG_0076_2_3_0070SET_registered.tif,IMG_0076_1_3_0070SET_registered.tif,IMG_0076_5_3_0070SET_registered.tif,IMG_0076_4_3_0070SET_registered.tif,Field50,2021-04-21,no_blackgrass,mid,winter_barley,type1,../data/Field50/2021-04-21/no_blackgrass,no_blackgrass,train
1366,2488,15405,15405,15405,IMG_0028_,IMG_0028_3_3_0060SET_registered.tif,IMG_0028_2_3_0060SET_registered.tif,IMG_0028_1_3_0060SET_registered.tif,IMG_0028_5_3_0060SET_registered.tif,IMG_0028_4_3_0060SET_registered.tif,Field48,2021-04-16,no_blackgrass,mid,winter_wheat,type7,../data/Field48/2021-04-16/no_blackgrass,no_blackgrass,train
1220,2148,4670,4670,4670,IMG_0096_,IMG_0096_3_3_0020SET_registered.tif,IMG_0096_2_3_0020SET_registered.tif,IMG_0096_1_3_0020SET_registered.tif,IMG_0096_5_3_0020SET_registered.tif,IMG_0096_4_3_0020SET_registered.tif,Field83,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field83/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1129,1486,10641,10641,10641,IMG_0087_,IMG_0087_3_4_0015SET_registered.tif,IMG_0087_2_4_0015SET_registered.tif,IMG_0087_1_4_0015SET_registered.tif,IMG_0087_5_4_0015SET_registered.tif,IMG_0087_4_4_0015SET_registered.tif,Field97,2021-05-13,no_blackgrass,late,winter_barley,type4,../data/Field97/2021-05-13/no_blackgrass,no_blackgrass,train
1101,2163,5998,5998,5998,IMG_0012_,IMG_0012_3_0206SET_registered.tif,IMG_0012_2_0206SET_registered.tif,IMG_0012_1_0206SET_registered.tif,IMG_0012_5_0206SET_registered.tif,IMG_0012_4_0206SET_registered.tif,Field38,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field38/2020-11-26/no_blackgrass,no_blackgrass,train
1090,2655,4713,4713,4713,IMG_0062_,IMG_0062_3_3_0020SET_registered.tif,IMG_0062_2_3_0020SET_registered.tif,IMG_0062_1_3_0020SET_registered.tif,IMG_0062_5_3_0020SET_registered.tif,IMG_0062_4_3_0020SET_registered.tif,Field83,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field83/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1080,1992,9062,9062,9062,IMG_0072_,IMG_0072_3_2_0115SET_registered.tif,IMG_0072_2_2_0115SET_registered.tif,IMG_0072_1_2_0115SET_registered.tif,IMG_0072_5_2_0115SET_registered.tif,IMG_0072_4_2_0115SET_registered.tif,Field25,2021-02-19,no_blackgrass,mid,winter_wheat,type7,../data/Field25/2021-02-19/no_blackgrass,no_blackgrass,train
1450,2710,6152,6152,6152,IMG_0026_,IMG_0026_3_4_0078SET_registered.tif,IMG_0026_2_4_0078SET_registered.tif,IMG_0026_1_4_0078SET_registered.tif,IMG_0026_5_4_0078SET_registered.tif,IMG_0026_4_4_0078SET_registered.tif,Field38,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/no_blackgrass,no_blackgrass,train
1383,1832,14918,14918,14918,IMG_0040_,IMG_0040_3_0213SET_registered.tif,IMG_0040_2_0213SET_registered.tif,IMG_0040_1_0213SET_registered.tif,IMG_0040_5_0213SET_registered.tif,IMG_0040_4_0213SET_registered.tif,Field41,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field41/2020-11-26/no_blackgrass,no_blackgrass,train
1314,2306,1159,1159,1159,IMG_0036_,IMG_0036_3_3_0011SET_registered.tif,IMG_0036_2_3_0011SET_registered.tif,IMG_0036_1_3_0011SET_registered.tif,IMG_0036_5_3_0011SET_registered.tif,IMG_0036_4_3_0011SET_registered.tif,Field14,2021-03-19(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field14/2021-03-19(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1339,1848,3667,3667,3667,IMG_0055_,IMG_0055_3_0210SET_registered.tif,IMG_0055_2_0210SET_registered.tif,IMG_0055_1_0210SET_registered.tif,IMG_0055_5_0210SET_registered.tif,IMG_0055_4_0210SET_registered.tif,Field39,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field39/2020-11-26/no_blackgrass,no_blackgrass,train
1409,2782,8807,8807,8807,IMG_0076_,IMG_0076_3_3_0188SET_registered.tif,IMG_0076_2_3_0188SET_registered.tif,IMG_0076_1_3_0188SET_registered.tif,IMG_0076_5_3_0188SET_registered.tif,IMG_0076_4_3_0188SET_registered.tif,Field23,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/no_blackgrass,no_blackgrass,train
911,1921,5450,5450,5450,IMG_0045_,IMG_0045_3_0182SET_registered.tif,IMG_0045_2_0182SET_registered.tif,IMG_0045_1_0182SET_registered.tif,IMG_0045_5_0182SET_registered.tif,IMG_0045_4_0182SET_registered.tif,Field29,2020-11-17,no_blackgrass,early,winter_wheat,type2,../data/Field29/2020-11-17/no_blackgrass,no_blackgrass,train
1189,1782,8067,8067,8067,IMG_0017_,IMG_0017_3_0150SET_registered.tif,IMG_0017_2_0150SET_registered.tif,IMG_0017_1_0150SET_registered.tif,IMG_0017_5_0150SET_registered.tif,IMG_0017_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
1183,2263,3896,3896,3896,IMG_0004_,IMG_0004_3_4_0083SET_registered.tif,IMG_0004_2_4_0083SET_registered.tif,IMG_0004_1_4_0083SET_registered.tif,IMG_0004_5_4_0083SET_registered.tif,IMG_0004_4_4_0083SET_registered.tif,Field39,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/no_blackgrass,no_blackgrass,train
848,2285,6128,6128,6128,IMG_0046_,IMG_0046_3_4_0078SET_registered.tif,IMG_0046_2_4_0078SET_registered.tif,IMG_0046_1_4_0078SET_registered.tif,IMG_0046_5_4_0078SET_registered.tif,IMG_0046_4_4_0078SET_registered.tif,Field38,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/no_blackgrass,no_blackgrass,train
1290,1639,7969,7969,7969,IMG_0053_,IMG_0053_3_4_0030SET_registered.tif,IMG_0053_2_4_0030SET_registered.tif,IMG_0053_1_4_0030SET_registered.tif,IMG_0053_5_4_0030SET_registered.tif,IMG_0053_4_4_0030SET_registered.tif,Field17,2021-05-14,no_blackgrass,late,winter_wheat,type7,../data/Field17/2021-05-14/no_blackgrass,no_blackgrass,train
1315,2274,15761,15761,15761,IMG_0072_,IMG_0072_3_3_0034SET_registered.tif,IMG_0072_2_3_0034SET_registered.tif,IMG_0072_1_3_0034SET_registered.tif,IMG_0072_5_3_0034SET_registered.tif,IMG_0072_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1206,1957,13973,13973,13973,IMG_0013_,IMG_0013_3_3_0150SET_registered.tif,IMG_0013_2_3_0150SET_registered.tif,IMG_0013_1_3_0150SET_registered.tif,IMG_0013_5_3_0150SET_registered.tif,IMG_0013_4_3_0150SET_registered.tif,Field95,2021-04-28,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/no_blackgrass,no_blackgrass,train
989,1716,13487,13487,13487,IMG_0047_,IMG_0047_3_3_0045SET_registered.tif,IMG_0047_2_3_0045SET_registered.tif,IMG_0047_1_3_0045SET_registered.tif,IMG_0047_5_3_0045SET_registered.tif,IMG_0047_4_3_0045SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
766,2686,13135,13135,13135,IMG_0073_,IMG_0073_3_0147SET_registered.tif,IMG_0073_2_0147SET_registered.tif,IMG_0073_1_0147SET_registered.tif,IMG_0073_5_0147SET_registered.tif,IMG_0073_4_0147SET_registered.tif,Field15,2020-11-04,no_blackgrass,early,winter_wheat,type6,../data/Field15/2020-11-04/no_blackgrass,no_blackgrass,train
1143,1454,585,585,585,IMG_0019_,IMG_0019_3_0187SET_registered.tif,IMG_0019_2_0187SET_registered.tif,IMG_0019_1_0187SET_registered.tif,IMG_0019_5_0187SET_registered.tif,IMG_0019_4_0187SET_registered.tif,Field14,2020-11-18,no_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/no_blackgrass,no_blackgrass,train
982,2203,7963,7963,7963,IMG_0007_,IMG_0007_3_4_0030SET_registered.tif,IMG_0007_2_4_0030SET_registered.tif,IMG_0007_1_4_0030SET_registered.tif,IMG_0007_5_4_0030SET_registered.tif,IMG_0007_4_4_0030SET_registered.tif,Field17,2021-05-14,no_blackgrass,late,winter_wheat,type7,../data/Field17/2021-05-14/no_blackgrass,no_blackgrass,train
1396,2376,5372,5372,5372,IMG_0031_,IMG_0031_3_0182SET_registered.tif,IMG_0031_2_0182SET_registered.tif,IMG_0031_1_0182SET_registered.tif,IMG_0031_5_0182SET_registered.tif,IMG_0031_4_0182SET_registered.tif,Field29,2020-11-17,no_blackgrass,early,winter_wheat,type2,../data/Field29/2020-11-17/no_blackgrass,no_blackgrass,train
1309,2707,12691,12691,12691,IMG_0084_,IMG_0084_3_4_0087SET_registered.tif,IMG_0084_2_4_0087SET_registered.tif,IMG_0084_1_4_0087SET_registered.tif,IMG_0084_5_4_0087SET_registered.tif,IMG_0084_4_4_0087SET_registered.tif,Field109,2021-06-03,no_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/no_blackgrass,no_blackgrass,train
1427,2604,10371,10371,10371,IMG_0003_,IMG_0003_3_3_0121SET_registered.tif,IMG_0003_2_3_0121SET_registered.tif,IMG_0003_1_3_0121SET_registered.tif,IMG_0003_5_3_0121SET_registered.tif,IMG_0003_4_3_0121SET_registered.tif,Field94,2021-04-23,no_blackgrass,springcrop_early,spring_barley,type8,../data/Field94/2021-04-23/no_blackgrass,no_blackgrass,train
842,2372,8400,8400,8400,IMG_0054_,IMG_0054_3_2_0104SET_registered.tif,IMG_0054_2_2_0104SET_registered.tif,IMG_0054_1_2_0104SET_registered.tif,IMG_0054_5_2_0104SET_registered.tif,IMG_0054_4_2_0104SET_registered.tif,Field23,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/no_blackgrass,no_blackgrass,train
1056,1850,3128,3128,3128,IMG_0066_,IMG_0066_3_0159SET_registered.tif,IMG_0066_2_0159SET_registered.tif,IMG_0066_1_0159SET_registered.tif,IMG_0066_5_0159SET_registered.tif,IMG_0066_4_0159SET_registered.tif,Field16,2020-11-10,no_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/no_blackgrass,no_blackgrass,train
1181,1857,6103,6103,6103,IMG_0097_,IMG_0097_3_4_0078SET_registered.tif,IMG_0097_2_4_0078SET_registered.tif,IMG_0097_1_4_0078SET_registered.tif,IMG_0097_5_4_0078SET_registered.tif,IMG_0097_4_4_0078SET_registered.tif,Field38,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/no_blackgrass,no_blackgrass,train
1163,2865,15739,15739,15739,IMG_0042_,IMG_0042_3_3_0034SET_registered.tif,IMG_0042_2_3_0034SET_registered.tif,IMG_0042_1_3_0034SET_registered.tif,IMG_0042_5_3_0034SET_registered.tif,IMG_0042_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1094,1539,3672,3672,3672,IMG_0054_,IMG_0054_3_0210SET_registered.tif,IMG_0054_2_0210SET_registered.tif,IMG_0054_1_0210SET_registered.tif,IMG_0054_5_0210SET_registered.tif,IMG_0054_4_0210SET_registered.tif,Field39,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field39/2020-11-26/no_blackgrass,no_blackgrass,train
837,2886,10179,10179,10179,IMG_0032_,IMG_0032_3_4_0097SET_registered.tif,IMG_0032_2_4_0097SET_registered.tif,IMG_0032_1_4_0097SET_registered.tif,IMG_0032_5_4_0097SET_registered.tif,IMG_0032_4_4_0097SET_registered.tif,Field94,2021-06-08,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field94/2021-06-08/no_blackgrass,no_blackgrass,train
1308,2318,8344,8344,8344,IMG_0085_,IMG_0085_3_2_0104SET_registered.tif,IMG_0085_2_2_0104SET_registered.tif,IMG_0085_1_2_0104SET_registered.tif,IMG_0085_5_2_0104SET_registered.tif,IMG_0085_4_2_0104SET_registered.tif,Field23,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/no_blackgrass,no_blackgrass,train
1231,2612,8410,8410,8410,IMG_0011_,IMG_0011_3_2_0104SET_registered.tif,IMG_0011_2_2_0104SET_registered.tif,IMG_0011_1_2_0104SET_registered.tif,IMG_0011_5_2_0104SET_registered.tif,IMG_0011_4_2_0104SET_registered.tif,Field23,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/no_blackgrass,no_blackgrass,train
1277,1604,8767,8767,8767,IMG_0071_,IMG_0071_3_3_0188SET_registered.tif,IMG_0071_2_3_0188SET_registered.tif,IMG_0071_1_3_0188SET_registered.tif,IMG_0071_5_3_0188SET_registered.tif,IMG_0071_4_3_0188SET_registered.tif,Field23,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/no_blackgrass,no_blackgrass,train
1146,2280,8064,8064,8064,IMG_0014_,IMG_0014_3_0150SET_registered.tif,IMG_0014_2_0150SET_registered.tif,IMG_0014_1_0150SET_registered.tif,IMG_0014_5_0150SET_registered.tif,IMG_0014_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
1464,2553,3860,3860,3860,IMG_0011_,IMG_0011_3_4_0083SET_registered.tif,IMG_0011_2_4_0083SET_registered.tif,IMG_0011_1_4_0083SET_registered.tif,IMG_0011_5_4_0083SET_registered.tif,IMG_0011_4_4_0083SET_registered.tif,Field39,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/no_blackgrass,no_blackgrass,train
892,2498,2547,2547,2547,IMG_0013_,IMG_0013_3_2_0150SET_registered.tif,IMG_0013_2_2_0150SET_registered.tif,IMG_0013_1_2_0150SET_registered.tif,IMG_0013_5_2_0150SET_registered.tif,IMG_0013_4_2_0150SET_registered.tif,Field35,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field35/2021-03-12/no_blackgrass,no_blackgrass,train
1144,2214,156,156,156,IMG_0014_,IMG_0014_3_0231SET_registered.tif,IMG_0014_2_0231SET_registered.tif,IMG_0014_1_0231SET_registered.tif,IMG_0014_5_0231SET_registered.tif,IMG_0014_4_0231SET_registered.tif,Field43,2020-12-14,no_blackgrass,early,winter_wheat,type6,../data/Field43/2020-12-14/no_blackgrass,no_blackgrass,train
1321,2862,13785,13785,13785,IMG_0044_,IMG_0044_3_0229SET_registered.tif,IMG_0044_2_0229SET_registered.tif,IMG_0044_1_0229SET_registered.tif,IMG_0044_5_0229SET_registered.tif,IMG_0044_4_0229SET_registered.tif,Field42,2020-12-14,no_blackgrass,early,winter_wheat,type3,../data/Field42/2020-12-14/no_blackgrass,no_blackgrass,train
1067,2446,13419,13419,13419,IMG_0037_,IMG_0037_3_3_0045SET_registered.tif,IMG_0037_2_3_0045SET_registered.tif,IMG_0037_1_3_0045SET_registered.tif,IMG_0037_5_3_0045SET_registered.tif,IMG_0037_4_3_0045SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1429,1867,5610,5610,5610,IMG_0064_,IMG_0064_3_2_0068SET_registered.tif,IMG_0064_2_2_0068SET_registered.tif,IMG_0064_1_2_0068SET_registered.tif,IMG_0064_5_2_0068SET_registered.tif,IMG_0064_4_2_0068SET_registered.tif,Field29,2021-01-29,no_blackgrass,mid,winter_wheat,type2,../data/Field29/2021-01-29/no_blackgrass,no_blackgrass,train
730,1493,7681,7681,7681,IMG_0015_,IMG_0015_3_3_0174SET_registered.tif,IMG_0015_2_3_0174SET_registered.tif,IMG_0015_1_3_0174SET_registered.tif,IMG_0015_5_3_0174SET_registered.tif,IMG_0015_4_3_0174SET_registered.tif,Field65,2021-05-05,no_blackgrass,mid,winter_wheat,type7,../data/Field65/2021-05-05/no_blackgrass,no_blackgrass,train
1175,2905,13447,13447,13447,IMG_0005_,IMG_0005_3_3_0045SET_registered.tif,IMG_0005_2_3_0045SET_registered.tif,IMG_0005_1_3_0045SET_registered.tif,IMG_0005_5_3_0045SET_registered.tif,IMG_0005_4_3_0045SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1320,2740,6145,6145,6145,IMG_0013_,IMG_0013_3_4_0078SET_registered.tif,IMG_0013_2_4_0078SET_registered.tif,IMG_0013_1_4_0078SET_registered.tif,IMG_0013_5_4_0078SET_registered.tif,IMG_0013_4_4_0078SET_registered.tif,Field38,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/no_blackgrass,no_blackgrass,train
1055,2906,8794,8794,8794,IMG_0043_,IMG_0043_3_3_0188SET_registered.tif,IMG_0043_2_3_0188SET_registered.tif,IMG_0043_1_3_0188SET_registered.tif,IMG_0043_5_3_0188SET_registered.tif,IMG_0043_4_3_0188SET_registered.tif,Field23,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/no_blackgrass,no_blackgrass,train
1400,2788,7402,7402,7402,IMG_0028_,IMG_0028_3_0236SET_registered.tif,IMG_0028_2_0236SET_registered.tif,IMG_0028_1_0236SET_registered.tif,IMG_0028_5_0236SET_registered.tif,IMG_0028_4_0236SET_registered.tif,Field46,2020-12-16,no_blackgrass,early,winter_wheat,type7,../data/Field46/2020-12-16/no_blackgrass,no_blackgrass,train
1207,2844,6711,6711,6711,IMG_0060_,IMG_0060_3_2_0108SET_registered.tif,IMG_0060_2_2_0108SET_registered.tif,IMG_0060_1_2_0108SET_registered.tif,IMG_0060_5_2_0108SET_registered.tif,IMG_0060_4_2_0108SET_registered.tif,Field70,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field70/2021-02-17/no_blackgrass,no_blackgrass,train
898,2039,4045,4045,4045,IMG_0079_,IMG_0079_3_3_0005SET_registered.tif,IMG_0079_2_3_0005SET_registered.tif,IMG_0079_1_3_0005SET_registered.tif,IMG_0079_5_3_0005SET_registered.tif,IMG_0079_4_3_0005SET_registered.tif,Field39,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/no_blackgrass,no_blackgrass,train
1019,1931,1530,1530,1530,IMG_0092_,IMG_0092_3_0211SET_registered.tif,IMG_0092_2_0211SET_registered.tif,IMG_0092_1_0211SET_registered.tif,IMG_0092_5_0211SET_registered.tif,IMG_0092_4_0211SET_registered.tif,Field40,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field40/2020-11-26/no_blackgrass,no_blackgrass,train
1155,1735,13357,13357,13357,IMG_0025_,IMG_0025_3_3_0012SET_registered.tif,IMG_0025_2_3_0012SET_registered.tif,IMG_0025_1_3_0012SET_registered.tif,IMG_0025_5_3_0012SET_registered.tif,IMG_0025_4_3_0012SET_registered.tif,Field15,2021-03-19(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field15/2021-03-19(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
910,2559,15238,15238,15238,IMG_0044_,IMG_0044_3_0241SET_registered.tif,IMG_0044_2_0241SET_registered.tif,IMG_0044_1_0241SET_registered.tif,IMG_0044_5_0241SET_registered.tif,IMG_0044_4_0241SET_registered.tif,Field48,2020-12-16,no_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/no_blackgrass,no_blackgrass,train
824,2008,6079,6079,6079,IMG_0005_,IMG_0005_3_4_0078SET_registered.tif,IMG_0005_2_4_0078SET_registered.tif,IMG_0005_1_4_0078SET_registered.tif,IMG_0005_5_4_0078SET_registered.tif,IMG_0005_4_4_0078SET_registered.tif,Field38,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/no_blackgrass,no_blackgrass,train
