,Unnamed: 0,Unnamed: 0.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
11848,11848,11848,IMG_0033_,IMG_0033_3_3_0072SET_registered.tif,IMG_0033_2_3_0072SET_registered.tif,IMG_0033_1_3_0072SET_registered.tif,IMG_0033_5_3_0072SET_registered.tif,IMG_0033_4_3_0072SET_registered.tif,Field50,2021-04-21,medium_blackgrass,mid,winter_barley,type1,../data/Field50/2021-04-21/medium_blackgrass,blackgrass,train
5496,5496,5496,IMG_0075_,IMG_0075_3_0181SET_registered.tif,IMG_0075_2_0181SET_registered.tif,IMG_0075_1_0181SET_registered.tif,IMG_0075_5_0181SET_registered.tif,IMG_0075_4_0181SET_registered.tif,Field29,2020-11-17,medium_blackgrass,early,winter_wheat,type2,../data/Field29/2020-11-17/medium_blackgrass,blackgrass,train
11083,11083,11083,IMG_0014_,IMG_0014_3_2_0132SET_registered.tif,IMG_0014_2_2_0132SET_registered.tif,IMG_0014_1_2_0132SET_registered.tif,IMG_0014_5_2_0132SET_registered.tif,IMG_0014_4_2_0132SET_registered.tif,Field77,2021-03-03,dense_blackgrass,mid,winter_wheat,type4,../data/Field77/2021-03-03/dense_blackgrass,blackgrass,train
15504,15504,15504,IMG_0022_,IMG_0022_3_3_0059SET_registered.tif,IMG_0022_2_3_0059SET_registered.tif,IMG_0022_1_3_0059SET_registered.tif,IMG_0022_5_3_0059SET_registered.tif,IMG_0022_4_3_0059SET_registered.tif,Field48,2021-04-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field48/2021-04-16/medium_blackgrass,blackgrass,train
9486,9486,9486,IMG_0007_,IMG_0007_3_3_0185SET_registered.tif,IMG_0007_2_3_0185SET_registered.tif,IMG_0007_1_3_0185SET_registered.tif,IMG_0007_5_3_0185SET_registered.tif,IMG_0007_4_3_0185SET_registered.tif,Field25,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/medium_blackgrass,blackgrass,train
1000,1000,1000,IMG_0050_,IMG_0050_3_0144SET_registered.tif,IMG_0050_2_0145SET_registered.tif,IMG_0050_1_0145SET_registered.tif,IMG_0050_5_0145SET_registered.tif,IMG_0050_4_0144SET_registered.tif,Field14,2020-11-04,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-04/medium_blackgrass,blackgrass,train
10934,10934,10934,IMG_0041_,IMG_0041_3_3_0193SET_registered.tif,IMG_0041_2_3_0193SET_registered.tif,IMG_0041_1_3_0193SET_registered.tif,IMG_0041_5_3_0193SET_registered.tif,IMG_0041_4_3_0193SET_registered.tif,Field77,2021-05-13,medium_blackgrass,late,winter_wheat,type4,../data/Field77/2021-05-13/medium_blackgrass,blackgrass,train
2923,2923,2923,IMG_0018_,IMG_0018_3_4_0023SET_registered.tif,IMG_0018_2_4_0020SET_registered.tif,IMG_0018_1_4_0021SET_registered.tif,IMG_0018_5_4_0020SET_registered.tif,IMG_0018_4_4_0022SET_registered.tif,Field16,2021-05-14,dense_blackgrass,late,winter_wheat,type7,../data/Field16/2021-05-14/dense_blackgrass,blackgrass,train
254,254,254,IMG_0012_,IMG_0012_3_2_0133SET_registered.tif,IMG_0012_2_2_0133SET_registered.tif,IMG_0012_1_2_0133SET_registered.tif,IMG_0012_5_2_0133SET_registered.tif,IMG_0012_4_2_0133SET_registered.tif,Field78,2021-03-03,medium_blackgrass,mid,winter_barley,type4,../data/Field78/2021-03-03/medium_blackgrass,blackgrass,train
11029,11029,11029,IMG_0022_,IMG_0022_3_2_0132SET_registered.tif,IMG_0022_2_2_0132SET_registered.tif,IMG_0022_1_2_0132SET_registered.tif,IMG_0022_5_2_0132SET_registered.tif,IMG_0022_4_2_0132SET_registered.tif,Field77,2021-03-03,dense_blackgrass,mid,winter_wheat,type4,../data/Field77/2021-03-03/dense_blackgrass,blackgrass,train
11023,11023,11023,IMG_0060_,IMG_0060_3_3_0193SET_registered.tif,IMG_0060_2_3_0193SET_registered.tif,IMG_0060_1_3_0193SET_registered.tif,IMG_0060_5_3_0193SET_registered.tif,IMG_0060_4_3_0193SET_registered.tif,Field77,2021-05-13,medium_blackgrass,late,winter_wheat,type4,../data/Field77/2021-05-13/medium_blackgrass,blackgrass,train
3238,3238,3238,IMG_0041_,IMG_0041_3_0161SET_registered.tif,IMG_0041_2_0161SET_registered.tif,IMG_0041_1_0161SET_registered.tif,IMG_0041_5_0161SET_registered.tif,IMG_0041_4_0161SET_registered.tif,Field16,2020-11-10,medium_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/medium_blackgrass,blackgrass,train
8474,8474,8474,IMG_0102_,IMG_0102_3_2_0103SET_registered.tif,IMG_0102_2_2_0103SET_registered.tif,IMG_0102_1_2_0103SET_registered.tif,IMG_0102_5_2_0103SET_registered.tif,IMG_0102_4_2_0103SET_registered.tif,Field23,2021-02-17,dense_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/dense_blackgrass,blackgrass,train
3794,3794,3794,IMG_0095_,IMG_0095_3_0208SET_registered.tif,IMG_0095_2_0208SET_registered.tif,IMG_0095_1_0208SET_registered.tif,IMG_0095_5_0208SET_registered.tif,IMG_0095_4_0208SET_registered.tif,Field39,2020-11-26,medium_blackgrass,early,winter_wheat,type7,../data/Field39/2020-11-26/medium_blackgrass,blackgrass,train
666,666,666,IMG_0007_,IMG_0007_3_0186SET_registered.tif,IMG_0007_2_0185SET_registered.tif,IMG_0007_1_0186SET_registered.tif,IMG_0007_5_0186SET_registered.tif,IMG_0007_4_0186SET_registered.tif,Field14,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/medium_blackgrass,blackgrass,train
15282,15282,15282,IMG_0041_,IMG_0041_3_0238SET_registered.tif,IMG_0041_2_0238SET_registered.tif,IMG_0041_1_0238SET_registered.tif,IMG_0041_5_0238SET_registered.tif,IMG_0041_4_0238SET_registered.tif,Field48,2020-12-16,medium_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/medium_blackgrass,blackgrass,train
237,237,237,IMG_0017_,IMG_0017_3_2_0133SET_registered.tif,IMG_0017_2_2_0133SET_registered.tif,IMG_0017_1_2_0133SET_registered.tif,IMG_0017_5_2_0133SET_registered.tif,IMG_0017_4_2_0133SET_registered.tif,Field78,2021-03-03,medium_blackgrass,mid,winter_barley,type4,../data/Field78/2021-03-03/medium_blackgrass,blackgrass,train
3611,3611,3611,IMG_0013_,IMG_0013_3_2_0131SET_registered.tif,IMG_0013_2_2_0131SET_registered.tif,IMG_0013_1_2_0131SET_registered.tif,IMG_0013_5_2_0131SET_registered.tif,IMG_0013_4_2_0131SET_registered.tif,Field76,2021-03-03,medium_blackgrass,mid,winter_wheat,type4,../data/Field76/2021-03-03/medium_blackgrass,blackgrass,train
8473,8473,8473,IMG_0026_,IMG_0026_3_2_0103SET_registered.tif,IMG_0026_2_2_0103SET_registered.tif,IMG_0026_1_2_0103SET_registered.tif,IMG_0026_5_2_0103SET_registered.tif,IMG_0026_4_2_0103SET_registered.tif,Field23,2021-02-17,dense_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/dense_blackgrass,blackgrass,train
14117,14117,14117,IMG_0106_,IMG_0106_3_3_0148SET_registered.tif,IMG_0106_2_3_0148SET_registered.tif,IMG_0106_1_3_0148SET_registered.tif,IMG_0106_5_3_0148SET_registered.tif,IMG_0106_4_3_0148SET_registered.tif,Field95,2021-04-28,medium_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/medium_blackgrass,blackgrass,train
2984,2984,2984,IMG_0087_,IMG_0087_3_0148SET_registered.tif,IMG_0087_2_0148SET_registered.tif,IMG_0087_1_0148SET_registered.tif,IMG_0087_5_0148SET_registered.tif,IMG_0087_4_0149SET_registered.tif,Field16,2020-11-05,medium_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-05/medium_blackgrass,blackgrass,train
2375,2375,2375,IMG_0081_,IMG_0081_3_0198SET_registered.tif,IMG_0081_2_0198SET_registered.tif,IMG_0081_1_0198SET_registered.tif,IMG_0081_5_0198SET_registered.tif,IMG_0081_4_0198SET_registered.tif,Field35,2020-11-24,medium_blackgrass,early,winter_barley,type4,../data/Field35/2020-11-24/medium_blackgrass,blackgrass,train
3226,3226,3226,IMG_0050_,IMG_0050_3_0161SET_registered.tif,IMG_0050_2_0161SET_registered.tif,IMG_0050_1_0161SET_registered.tif,IMG_0050_5_0161SET_registered.tif,IMG_0050_4_0161SET_registered.tif,Field16,2020-11-10,medium_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/medium_blackgrass,blackgrass,train
13662,13662,13662,IMG_0109_,IMG_0109_3_3_0043SET_registered.tif,IMG_0109_2_3_0043SET_registered.tif,IMG_0109_1_3_0043SET_registered.tif,IMG_0109_5_3_0043SET_registered.tif,IMG_0109_4_3_0043SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),dense_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/dense_blackgrass,blackgrass,train
13642,13642,13642,IMG_0085_,IMG_0085_3_3_0043SET_registered.tif,IMG_0085_2_3_0043SET_registered.tif,IMG_0085_1_3_0043SET_registered.tif,IMG_0085_5_3_0043SET_registered.tif,IMG_0085_4_3_0043SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),dense_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/dense_blackgrass,blackgrass,train
3306,3306,3306,IMG_0050_,IMG_0050_3_0160SET_registered.tif,IMG_0050_2_0160SET_registered.tif,IMG_0050_1_0160SET_registered.tif,IMG_0050_5_0160SET_registered.tif,IMG_0050_4_0160SET_registered.tif,Field16,2020-11-10,dense_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/dense_blackgrass,blackgrass,train
4231,4231,4231,IMG_0049_,IMG_0049_3_3_0003SET_registered.tif,IMG_0049_2_3_0003SET_registered.tif,IMG_0049_1_3_0003SET_registered.tif,IMG_0049_5_3_0003SET_registered.tif,IMG_0049_4_3_0003SET_registered.tif,Field39,2021-03-17,dense_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/dense_blackgrass,blackgrass,train
2980,2980,2980,IMG_0097_,IMG_0097_3_0149SET_registered.tif,IMG_0097_2_0148SET_registered.tif,IMG_0097_1_0148SET_registered.tif,IMG_0097_5_0148SET_registered.tif,IMG_0097_4_0148SET_registered.tif,Field16,2020-11-05,medium_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-05/medium_blackgrass,blackgrass,train
8272,8272,8272,IMG_0054_,IMG_0054_3_4_0073SET_registered.tif,IMG_0054_2_4_0073SET_registered.tif,IMG_0054_1_4_0073SET_registered.tif,IMG_0054_5_4_0073SET_registered.tif,IMG_0054_4_4_0073SET_registered.tif,Field73,2021-05-26,dense_blackgrass,late,winter_wheat,type8,../data/Field73/2021-05-26/dense_blackgrass,blackgrass,train
696,696,696,IMG_0064_,IMG_0064_3_0186SET_registered.tif,IMG_0064_2_0185SET_registered.tif,IMG_0064_1_0186SET_registered.tif,IMG_0064_5_0186SET_registered.tif,IMG_0064_4_0186SET_registered.tif,Field14,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/medium_blackgrass,blackgrass,train
8298,8298,8298,IMG_0006_,IMG_0006_3_4_0073SET_registered.tif,IMG_0006_2_4_0073SET_registered.tif,IMG_0006_1_4_0073SET_registered.tif,IMG_0006_5_4_0073SET_registered.tif,IMG_0006_4_4_0073SET_registered.tif,Field73,2021-05-26,dense_blackgrass,late,winter_wheat,type8,../data/Field73/2021-05-26/dense_blackgrass,blackgrass,train
621,621,621,IMG_0086_,IMG_0086_3_0185SET_registered.tif,IMG_0086_2_0186SET_registered.tif,IMG_0086_1_0185SET_registered.tif,IMG_0086_5_0185SET_registered.tif,IMG_0086_4_0186SET_registered.tif,Field14,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/medium_blackgrass,blackgrass,train
11537,11537,11537,IMG_0006_,IMG_0006_3_0140SET_registered.tif,IMG_0006_2_0140SET_registered.tif,IMG_0006_1_0140SET_registered.tif,IMG_0006_5_0140SET_registered.tif,IMG_0006_4_0140SET_registered.tif,Field12,2020-11-03,medium_blackgrass,early,triticale,type6,../data/Field12/2020-11-03/medium_blackgrass,blackgrass,train
6311,6311,6311,IMG_0063_,IMG_0063_3_4_0076SET_registered.tif,IMG_0063_2_4_0076SET_registered.tif,IMG_0063_1_4_0076SET_registered.tif,IMG_0063_5_4_0076SET_registered.tif,IMG_0063_4_4_0076SET_registered.tif,Field38,2021-05-27,dense_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/dense_blackgrass,blackgrass,train
958,958,958,IMG_0215_,IMG_0215_3_4_0037SET_registered.tif,IMG_0215_2_4_0037SET_registered.tif,IMG_0215_1_4_0037SET_registered.tif,IMG_0215_5_4_0037SET_registered.tif,IMG_0215_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
6647,6647,6647,IMG_0013_,IMG_0013_3_2_0155SET_registered.tif,IMG_0013_2_2_0155SET_registered.tif,IMG_0013_1_2_0155SET_registered.tif,IMG_0013_5_2_0155SET_registered.tif,IMG_0013_4_2_0155SET_registered.tif,Field38,2021-03-17,dense_blackgrass,mid,winter_wheat,type7,../data/Field38/2021-03-17/dense_blackgrass,blackgrass,train
6558,6558,6558,IMG_0049_,IMG_0049_3_2_0154SET_registered.tif,IMG_0049_2_2_0154SET_registered.tif,IMG_0049_1_2_0154SET_registered.tif,IMG_0049_5_2_0154SET_registered.tif,IMG_0049_4_2_0154SET_registered.tif,Field38,2021-03-17,medium_blackgrass,mid,winter_wheat,type7,../data/Field38/2021-03-17/medium_blackgrass,blackgrass,train
3583,3583,3583,IMG_0008_,IMG_0008_3_2_0131SET_registered.tif,IMG_0008_2_2_0131SET_registered.tif,IMG_0008_1_2_0131SET_registered.tif,IMG_0008_5_2_0131SET_registered.tif,IMG_0008_4_2_0131SET_registered.tif,Field76,2021-03-03,medium_blackgrass,mid,winter_wheat,type4,../data/Field76/2021-03-03/medium_blackgrass,blackgrass,train
8673,8673,8673,IMG_0028_,IMG_0028_3_0165SET_registered.tif,IMG_0028_2_0166SET_registered.tif,IMG_0028_1_0166SET_registered.tif,IMG_0028_5_0165SET_registered.tif,IMG_0028_4_0166SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
8490,8490,8490,IMG_0077_,IMG_0077_3_2_0103SET_registered.tif,IMG_0077_2_2_0103SET_registered.tif,IMG_0077_1_2_0103SET_registered.tif,IMG_0077_5_2_0103SET_registered.tif,IMG_0077_4_2_0103SET_registered.tif,Field23,2021-02-17,dense_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/dense_blackgrass,blackgrass,train
8659,8659,8659,IMG_0099_,IMG_0099_3_0166SET_registered.tif,IMG_0099_2_0166SET_registered.tif,IMG_0099_1_0166SET_registered.tif,IMG_0099_5_0166SET_registered.tif,IMG_0099_4_0166SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
7171,7171,7171,IMG_0095_,IMG_0095_3_3_0183SET_registered.tif,IMG_0095_2_3_0183SET_registered.tif,IMG_0095_1_3_0183SET_registered.tif,IMG_0095_5_3_0183SET_registered.tif,IMG_0095_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
13548,13548,13548,IMG_0057_,IMG_0057_3_3_0044SET_registered.tif,IMG_0057_2_3_0042SET_registered.tif,IMG_0057_1_3_0042SET_registered.tif,IMG_0057_5_3_0044SET_registered.tif,IMG_0057_4_3_0044SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
12037,12037,12037,IMG_0044_,IMG_0044_3_2_0014SET_registered.tif,IMG_0044_2_2_0014SET_registered.tif,IMG_0044_1_2_0014SET_registered.tif,IMG_0044_5_2_0014SET_registered.tif,IMG_0044_4_2_0012SET_registered.tif,Field50,2021-01-18,medium_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/medium_blackgrass,blackgrass,train
6232,6232,6232,IMG_0031_,IMG_0031_3_4_0077SET_registered.tif,IMG_0031_2_4_0077SET_registered.tif,IMG_0031_1_4_0077SET_registered.tif,IMG_0031_5_4_0077SET_registered.tif,IMG_0031_4_4_0077SET_registered.tif,Field38,2021-05-27,medium_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/medium_blackgrass,blackgrass,train
13558,13558,13558,IMG_0031_,IMG_0031_3_3_0044SET_registered.tif,IMG_0031_2_3_0042SET_registered.tif,IMG_0031_1_3_0044SET_registered.tif,IMG_0031_5_3_0044SET_registered.tif,IMG_0031_4_3_0042SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
12812,12812,12812,IMG_0028_,IMG_0028_3_4_0086SET_registered.tif,IMG_0028_2_4_0086SET_registered.tif,IMG_0028_1_4_0086SET_registered.tif,IMG_0028_5_4_0086SET_registered.tif,IMG_0028_4_4_0086SET_registered.tif,Field109,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/dense_blackgrass,blackgrass,train
4197,4197,4197,IMG_0071_,IMG_0071_3_3_0004SET_registered.tif,IMG_0071_2_3_0004SET_registered.tif,IMG_0071_1_3_0004SET_registered.tif,IMG_0071_5_3_0004SET_registered.tif,IMG_0071_4_3_0004SET_registered.tif,Field39,2021-03-17,medium_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/medium_blackgrass,blackgrass,train
6247,6247,6247,IMG_0087_,IMG_0087_3_4_0077SET_registered.tif,IMG_0087_2_4_0077SET_registered.tif,IMG_0087_1_4_0077SET_registered.tif,IMG_0087_5_4_0077SET_registered.tif,IMG_0087_4_4_0077SET_registered.tif,Field38,2021-05-27,medium_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/medium_blackgrass,blackgrass,train
15280,15280,15280,IMG_0103_,IMG_0103_3_0238SET_registered.tif,IMG_0103_2_0238SET_registered.tif,IMG_0103_1_0238SET_registered.tif,IMG_0103_5_0238SET_registered.tif,IMG_0103_4_0238SET_registered.tif,Field48,2020-12-16,medium_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/medium_blackgrass,blackgrass,train
7070,7070,7070,IMG_0018_,IMG_0018_3_3_0183SET_registered.tif,IMG_0018_2_3_0183SET_registered.tif,IMG_0018_1_3_0183SET_registered.tif,IMG_0018_5_3_0183SET_registered.tif,IMG_0018_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
3408,3408,3408,IMG_0076_,IMG_0076_3_3_0194SET_registered.tif,IMG_0076_2_3_0194SET_registered.tif,IMG_0076_1_3_0194SET_registered.tif,IMG_0076_5_3_0194SET_registered.tif,IMG_0076_4_3_0194SET_registered.tif,Field76,2021-05-13,dense_blackgrass,late,winter_wheat,type4,../data/Field76/2021-05-13/dense_blackgrass,blackgrass,train
6919,6919,6919,IMG_0052_,IMG_0052_3_3_0181SET_registered.tif,IMG_0052_2_3_0181SET_registered.tif,IMG_0052_1_3_0181SET_registered.tif,IMG_0052_5_3_0181SET_registered.tif,IMG_0052_4_3_0181SET_registered.tif,Field70,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/medium_blackgrass,blackgrass,train
13602,13602,13602,IMG_0051_,IMG_0051_3_3_0043SET_registered.tif,IMG_0051_2_3_0043SET_registered.tif,IMG_0051_1_3_0043SET_registered.tif,IMG_0051_5_3_0043SET_registered.tif,IMG_0051_4_3_0043SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),dense_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/dense_blackgrass,blackgrass,train
3624,3624,3624,IMG_0061_,IMG_0061_3_2_0131SET_registered.tif,IMG_0061_2_2_0131SET_registered.tif,IMG_0061_1_2_0131SET_registered.tif,IMG_0061_5_2_0131SET_registered.tif,IMG_0061_4_2_0131SET_registered.tif,Field76,2021-03-03,medium_blackgrass,mid,winter_wheat,type4,../data/Field76/2021-03-03/medium_blackgrass,blackgrass,train
8706,8706,8706,IMG_0077_,IMG_0077_3_0166SET_registered.tif,IMG_0077_2_0165SET_registered.tif,IMG_0077_1_0166SET_registered.tif,IMG_0077_5_0165SET_registered.tif,IMG_0077_4_0166SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
3822,3822,3822,IMG_0104_,IMG_0104_3_0207SET_registered.tif,IMG_0104_2_0207SET_registered.tif,IMG_0104_1_0208SET_registered.tif,IMG_0104_5_0207SET_registered.tif,IMG_0104_4_0208SET_registered.tif,Field39,2020-11-26,medium_blackgrass,early,winter_wheat,type7,../data/Field39/2020-11-26/medium_blackgrass,blackgrass,train
3372,3372,3372,IMG_0134_,IMG_0134_3_3_0194SET_registered.tif,IMG_0134_2_3_0194SET_registered.tif,IMG_0134_1_3_0194SET_registered.tif,IMG_0134_5_3_0194SET_registered.tif,IMG_0134_4_3_0194SET_registered.tif,Field76,2021-05-13,dense_blackgrass,late,winter_wheat,type4,../data/Field76/2021-05-13/dense_blackgrass,blackgrass,train
9022,9022,9022,IMG_0029_,IMG_0029_3_2_0138SET_registered.tif,IMG_0029_2_2_0138SET_registered.tif,IMG_0029_1_2_0138SET_registered.tif,IMG_0029_5_2_0138SET_registered.tif,IMG_0029_4_2_0138SET_registered.tif,Field82,2021-03-03,dense_blackgrass,mid,winter_wheat,type4,../data/Field82/2021-03-03/dense_blackgrass,blackgrass,train
915,915,915,IMG_0030_,IMG_0030_3_4_0037SET_registered.tif,IMG_0030_2_4_0037SET_registered.tif,IMG_0030_1_4_0037SET_registered.tif,IMG_0030_5_4_0037SET_registered.tif,IMG_0030_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
14148,14148,14148,IMG_0075_,IMG_0075_3_3_0148SET_registered.tif,IMG_0075_2_3_0148SET_registered.tif,IMG_0075_1_3_0148SET_registered.tif,IMG_0075_5_3_0148SET_registered.tif,IMG_0075_4_3_0148SET_registered.tif,Field95,2021-04-28,medium_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/medium_blackgrass,blackgrass,train
15323,15323,15323,IMG_0086_,IMG_0086_3_0238SET_registered.tif,IMG_0086_2_0238SET_registered.tif,IMG_0086_1_0238SET_registered.tif,IMG_0086_5_0238SET_registered.tif,IMG_0086_4_0238SET_registered.tif,Field48,2020-12-16,medium_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/medium_blackgrass,blackgrass,train
2748,2748,2748,IMG_0069_,IMG_0069_3_2_0098SET_registered.tif,IMG_0069_2_2_0097SET_registered.tif,IMG_0069_1_2_0098SET_registered.tif,IMG_0069_5_2_0097SET_registered.tif,IMG_0069_4_2_0097SET_registered.tif,Field16,2021-02-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field16/2021-02-16/medium_blackgrass,blackgrass,train
13686,13686,13686,IMG_0022_,IMG_0022_3_3_0043SET_registered.tif,IMG_0022_2_3_0043SET_registered.tif,IMG_0022_1_3_0043SET_registered.tif,IMG_0022_5_3_0043SET_registered.tif,IMG_0022_4_3_0043SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),dense_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/dense_blackgrass,blackgrass,train
7061,7061,7061,IMG_0074_,IMG_0074_3_3_0183SET_registered.tif,IMG_0074_2_3_0183SET_registered.tif,IMG_0074_1_3_0183SET_registered.tif,IMG_0074_5_3_0183SET_registered.tif,IMG_0074_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
860,860,860,IMG_0087_,IMG_0087_3_4_0037SET_registered.tif,IMG_0087_2_4_0037SET_registered.tif,IMG_0087_1_4_0037SET_registered.tif,IMG_0087_5_4_0037SET_registered.tif,IMG_0087_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
3336,3336,3336,IMG_0071_,IMG_0071_3_0160SET_registered.tif,IMG_0071_2_0160SET_registered.tif,IMG_0071_1_0160SET_registered.tif,IMG_0071_5_0160SET_registered.tif,IMG_0071_4_0160SET_registered.tif,Field16,2020-11-10,dense_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/dense_blackgrass,blackgrass,train
7227,7227,7227,IMG_0002_,IMG_0002_3_3_0189SET_registered.tif,IMG_0002_2_3_0189SET_registered.tif,IMG_0002_1_3_0189SET_registered.tif,IMG_0002_5_3_0189SET_registered.tif,IMG_0002_4_3_0189SET_registered.tif,Field81,2021-05-13,medium_blackgrass,late,winter_wheat,type4,../data/Field81/2021-05-13/medium_blackgrass,blackgrass,train
9502,9502,9502,IMG_0057_,IMG_0057_3_3_0185SET_registered.tif,IMG_0057_2_3_0185SET_registered.tif,IMG_0057_1_3_0185SET_registered.tif,IMG_0057_5_3_0185SET_registered.tif,IMG_0057_4_3_0185SET_registered.tif,Field25,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/medium_blackgrass,blackgrass,train
11585,11585,11585,IMG_0027_,IMG_0027_3_0141SET_registered.tif,IMG_0027_2_0141SET_registered.tif,IMG_0027_1_0142SET_registered.tif,IMG_0027_5_0142SET_registered.tif,IMG_0027_4_0141SET_registered.tif,Field12,2020-11-03,dense_blackgrass,early,triticale,type6,../data/Field12/2020-11-03/dense_blackgrass,blackgrass,train
4004,4004,4004,IMG_0019_,IMG_0019_3_4_0082SET_registered.tif,IMG_0019_2_4_0082SET_registered.tif,IMG_0019_1_4_0082SET_registered.tif,IMG_0019_5_4_0082SET_registered.tif,IMG_0019_4_4_0082SET_registered.tif,Field39,2021-05-27,medium_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/medium_blackgrass,blackgrass,train
13568,13568,13568,IMG_0051_,IMG_0051_3_3_0044SET_registered.tif,IMG_0051_2_3_0042SET_registered.tif,IMG_0051_1_3_0044SET_registered.tif,IMG_0051_5_3_0042SET_registered.tif,IMG_0051_4_3_0044SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
4199,4199,4199,IMG_0053_,IMG_0053_3_3_0004SET_registered.tif,IMG_0053_2_3_0004SET_registered.tif,IMG_0053_1_3_0004SET_registered.tif,IMG_0053_5_3_0004SET_registered.tif,IMG_0053_4_3_0004SET_registered.tif,Field39,2021-03-17,medium_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/medium_blackgrass,blackgrass,train
