,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
2163,5998,5998,5998,IMG_0012_,IMG_0012_3_0206SET_registered.tif,IMG_0012_2_0206SET_registered.tif,IMG_0012_1_0206SET_registered.tif,IMG_0012_5_0206SET_registered.tif,IMG_0012_4_0206SET_registered.tif,Field38,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field38/2020-11-26/no_blackgrass,no_blackgrass,train
2250,9405,9405,9405,IMG_0063_,IMG_0063_3_3_0186SET_registered.tif,IMG_0063_2_3_0186SET_registered.tif,IMG_0063_1_3_0186SET_registered.tif,IMG_0063_5_3_0186SET_registered.tif,IMG_0063_4_3_0186SET_registered.tif,Field25,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/no_blackgrass,no_blackgrass,train
2312,1172,1172,1172,IMG_0003_,IMG_0003_3_3_0011SET_registered.tif,IMG_0003_2_3_0011SET_registered.tif,IMG_0003_1_3_0011SET_registered.tif,IMG_0003_5_3_0011SET_registered.tif,IMG_0003_4_3_0011SET_registered.tif,Field14,2021-03-19(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field14/2021-03-19(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1534,6041,6041,6041,IMG_0101_,IMG_0101_3_0206SET_registered.tif,IMG_0101_2_0206SET_registered.tif,IMG_0101_1_0206SET_registered.tif,IMG_0101_5_0206SET_registered.tif,IMG_0101_4_0206SET_registered.tif,Field38,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field38/2020-11-26/no_blackgrass,no_blackgrass,train
2247,8816,8816,8816,IMG_0091_,IMG_0091_3_3_0188SET_registered.tif,IMG_0091_2_3_0188SET_registered.tif,IMG_0091_1_3_0188SET_registered.tif,IMG_0091_5_3_0188SET_registered.tif,IMG_0091_4_3_0188SET_registered.tif,Field23,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/no_blackgrass,no_blackgrass,train
2014,8203,8203,8203,IMG_0037_,IMG_0037_3_4_0071SET_registered.tif,IMG_0037_2_4_0071SET_registered.tif,IMG_0037_1_4_0071SET_registered.tif,IMG_0037_5_4_0071SET_registered.tif,IMG_0037_4_4_0071SET_registered.tif,Field73,2021-05-26,no_blackgrass,late,winter_wheat,type8,../data/Field73/2021-05-26/no_blackgrass,no_blackgrass,train
1466,5778,5778,5778,IMG_0035_,IMG_0035_3_0201SET_registered.tif,IMG_0035_2_0202SET_registered.tif,IMG_0035_1_0202SET_registered.tif,IMG_0035_5_0202SET_registered.tif,IMG_0035_4_0201SET_registered.tif,Field37,2020-11-24,no_blackgrass,early,winter_barley,type4,../data/Field37/2020-11-24/no_blackgrass,no_blackgrass,train
2404,6818,6818,6818,IMG_0026_,IMG_0026_3_3_0180SET_registered.tif,IMG_0026_2_3_0180SET_registered.tif,IMG_0026_1_3_0180SET_registered.tif,IMG_0026_5_3_0180SET_registered.tif,IMG_0026_4_3_0180SET_registered.tif,Field70,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/no_blackgrass,no_blackgrass,train
1521,1671,1671,1671,IMG_0032_,IMG_0032_3_4_0081SET_registered.tif,IMG_0032_2_4_0081SET_registered.tif,IMG_0032_1_4_0081SET_registered.tif,IMG_0032_5_4_0081SET_registered.tif,IMG_0032_4_4_0081SET_registered.tif,Field40,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field40/2021-05-27/no_blackgrass,no_blackgrass,train
2796,11909,11909,11909,IMG_0028_,IMG_0028_3_2_0013SET_registered.tif,IMG_0028_2_2_0013SET_registered.tif,IMG_0028_1_2_0013SET_registered.tif,IMG_0028_5_2_0013SET_registered.tif,IMG_0028_4_2_0013SET_registered.tif,Field50,2021-01-18,no_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/no_blackgrass,no_blackgrass,train
2332,8019,8019,8019,IMG_0026_,IMG_0026_3_0150SET_registered.tif,IMG_0026_2_0150SET_registered.tif,IMG_0026_1_0150SET_registered.tif,IMG_0026_5_0150SET_registered.tif,IMG_0026_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
1838,7409,7409,7409,IMG_0091_,IMG_0091_3_0236SET_registered.tif,IMG_0091_2_0236SET_registered.tif,IMG_0091_1_0236SET_registered.tif,IMG_0091_5_0236SET_registered.tif,IMG_0091_4_0236SET_registered.tif,Field46,2020-12-16,no_blackgrass,early,winter_wheat,type7,../data/Field46/2020-12-16/no_blackgrass,no_blackgrass,train
2860,1638,1638,1638,IMG_0072_,IMG_0072_3_4_0081SET_registered.tif,IMG_0072_2_4_0081SET_registered.tif,IMG_0072_1_4_0081SET_registered.tif,IMG_0072_5_4_0081SET_registered.tif,IMG_0072_4_4_0081SET_registered.tif,Field40,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field40/2021-05-27/no_blackgrass,no_blackgrass,train
2549,1640,1640,1640,IMG_0020_,IMG_0020_3_4_0081SET_registered.tif,IMG_0020_2_4_0081SET_registered.tif,IMG_0020_1_4_0081SET_registered.tif,IMG_0020_5_4_0081SET_registered.tif,IMG_0020_4_4_0081SET_registered.tif,Field40,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field40/2021-05-27/no_blackgrass,no_blackgrass,train
2520,15537,15537,15537,IMG_0098_,IMG_0098_3_3_0144SET_registered.tif,IMG_0098_2_3_0144SET_registered.tif,IMG_0098_1_3_0144SET_registered.tif,IMG_0098_5_3_0144SET_registered.tif,IMG_0098_4_3_0144SET_registered.tif,Field53,2021-04-28,no_blackgrass,mid,winter_wheat,type8,../data/Field53/2021-04-28/no_blackgrass,no_blackgrass,train
2786,111,111,111,IMG_0100_,IMG_0100_3_0231SET_registered.tif,IMG_0100_2_0231SET_registered.tif,IMG_0100_1_0231SET_registered.tif,IMG_0100_5_0231SET_registered.tif,IMG_0100_4_0231SET_registered.tif,Field43,2020-12-14,no_blackgrass,early,winter_wheat,type6,../data/Field43/2020-12-14/no_blackgrass,no_blackgrass,train
2419,2781,2781,2781,IMG_0010_,IMG_0010_3_4_0016SET_registered.tif,IMG_0010_2_4_0016SET_registered.tif,IMG_0010_1_4_0016SET_registered.tif,IMG_0010_5_4_0016SET_registered.tif,IMG_0010_4_4_0016SET_registered.tif,Field16,2021-05-14,no_blackgrass,late,winter_wheat,type7,../data/Field16/2021-05-14/no_blackgrass,no_blackgrass,train
2791,10211,10211,10211,IMG_0033_,IMG_0033_3_4_0097SET_registered.tif,IMG_0033_2_4_0097SET_registered.tif,IMG_0033_1_4_0097SET_registered.tif,IMG_0033_5_4_0097SET_registered.tif,IMG_0033_4_4_0097SET_registered.tif,Field94,2021-06-08,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field94/2021-06-08/no_blackgrass,no_blackgrass,train
2877,7418,7418,7418,IMG_0093_,IMG_0093_3_0236SET_registered.tif,IMG_0093_2_0236SET_registered.tif,IMG_0093_1_0236SET_registered.tif,IMG_0093_5_0236SET_registered.tif,IMG_0093_4_0236SET_registered.tif,Field46,2020-12-16,no_blackgrass,early,winter_wheat,type7,../data/Field46/2020-12-16/no_blackgrass,no_blackgrass,train
2861,8181,8181,8181,IMG_0087_,IMG_0087_3_4_0071SET_registered.tif,IMG_0087_2_4_0071SET_registered.tif,IMG_0087_1_4_0071SET_registered.tif,IMG_0087_5_4_0071SET_registered.tif,IMG_0087_4_4_0071SET_registered.tif,Field73,2021-05-26,no_blackgrass,late,winter_wheat,type8,../data/Field73/2021-05-26/no_blackgrass,no_blackgrass,train
2005,5596,5596,5596,IMG_0017_,IMG_0017_3_2_0068SET_registered.tif,IMG_0017_2_2_0068SET_registered.tif,IMG_0017_1_2_0068SET_registered.tif,IMG_0017_5_2_0068SET_registered.tif,IMG_0017_4_2_0068SET_registered.tif,Field29,2021-01-29,no_blackgrass,mid,winter_wheat,type2,../data/Field29/2021-01-29/no_blackgrass,no_blackgrass,train
2359,6700,6700,6700,IMG_0088_,IMG_0088_3_2_0108SET_registered.tif,IMG_0088_2_2_0108SET_registered.tif,IMG_0088_1_2_0108SET_registered.tif,IMG_0088_5_2_0108SET_registered.tif,IMG_0088_4_2_0108SET_registered.tif,Field70,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field70/2021-02-17/no_blackgrass,no_blackgrass,train
1826,15594,15594,15594,IMG_0078_,IMG_0078_3_3_0144SET_registered.tif,IMG_0078_2_3_0144SET_registered.tif,IMG_0078_1_3_0144SET_registered.tif,IMG_0078_5_3_0144SET_registered.tif,IMG_0078_4_3_0144SET_registered.tif,Field53,2021-04-28,no_blackgrass,mid,winter_wheat,type8,../data/Field53/2021-04-28/no_blackgrass,no_blackgrass,train
2200,5643,5643,5643,IMG_0059_,IMG_0059_3_2_0068SET_registered.tif,IMG_0059_2_2_0068SET_registered.tif,IMG_0059_1_2_0068SET_registered.tif,IMG_0059_5_2_0068SET_registered.tif,IMG_0059_4_2_0068SET_registered.tif,Field29,2021-01-29,no_blackgrass,mid,winter_wheat,type2,../data/Field29/2021-01-29/no_blackgrass,no_blackgrass,train
1803,10178,10178,10178,IMG_0081_,IMG_0081_3_4_0097SET_registered.tif,IMG_0081_2_4_0097SET_registered.tif,IMG_0081_1_4_0097SET_registered.tif,IMG_0081_5_4_0097SET_registered.tif,IMG_0081_4_4_0097SET_registered.tif,Field94,2021-06-08,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field94/2021-06-08/no_blackgrass,no_blackgrass,train
2497,6116,6116,6116,IMG_0066_,IMG_0066_3_4_0078SET_registered.tif,IMG_0066_2_4_0078SET_registered.tif,IMG_0066_1_4_0078SET_registered.tif,IMG_0066_5_4_0078SET_registered.tif,IMG_0066_4_4_0078SET_registered.tif,Field38,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/no_blackgrass,no_blackgrass,train
2449,162,162,162,IMG_0024_,IMG_0024_3_0231SET_registered.tif,IMG_0024_2_0231SET_registered.tif,IMG_0024_1_0231SET_registered.tif,IMG_0024_5_0231SET_registered.tif,IMG_0024_4_0231SET_registered.tif,Field43,2020-12-14,no_blackgrass,early,winter_wheat,type6,../data/Field43/2020-12-14/no_blackgrass,no_blackgrass,train
2921,2567,2567,2567,IMG_0003_,IMG_0003_3_2_0150SET_registered.tif,IMG_0003_2_2_0150SET_registered.tif,IMG_0003_1_2_0150SET_registered.tif,IMG_0003_5_2_0150SET_registered.tif,IMG_0003_4_2_0150SET_registered.tif,Field35,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field35/2021-03-12/no_blackgrass,no_blackgrass,train
1486,10641,10641,10641,IMG_0087_,IMG_0087_3_4_0015SET_registered.tif,IMG_0087_2_4_0015SET_registered.tif,IMG_0087_1_4_0015SET_registered.tif,IMG_0087_5_4_0015SET_registered.tif,IMG_0087_4_4_0015SET_registered.tif,Field97,2021-05-13,no_blackgrass,late,winter_barley,type4,../data/Field97/2021-05-13/no_blackgrass,no_blackgrass,train
1751,7696,7696,7696,IMG_0007_,IMG_0007_3_3_0174SET_registered.tif,IMG_0007_2_3_0174SET_registered.tif,IMG_0007_1_3_0174SET_registered.tif,IMG_0007_5_3_0174SET_registered.tif,IMG_0007_4_3_0174SET_registered.tif,Field65,2021-05-05,no_blackgrass,mid,winter_wheat,type7,../data/Field65/2021-05-05/no_blackgrass,no_blackgrass,train
1805,593,593,593,IMG_0079_,IMG_0079_3_0187SET_registered.tif,IMG_0079_2_0187SET_registered.tif,IMG_0079_1_0187SET_registered.tif,IMG_0079_5_0187SET_registered.tif,IMG_0079_4_0187SET_registered.tif,Field14,2020-11-18,no_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/no_blackgrass,no_blackgrass,train
1846,6718,6718,6718,IMG_0035_,IMG_0035_3_2_0108SET_registered.tif,IMG_0035_2_2_0108SET_registered.tif,IMG_0035_1_2_0108SET_registered.tif,IMG_0035_5_2_0108SET_registered.tif,IMG_0035_4_2_0108SET_registered.tif,Field70,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field70/2021-02-17/no_blackgrass,no_blackgrass,train
2049,15779,15779,15779,IMG_0062_,IMG_0062_3_3_0034SET_registered.tif,IMG_0062_2_3_0034SET_registered.tif,IMG_0062_1_3_0034SET_registered.tif,IMG_0062_5_3_0034SET_registered.tif,IMG_0062_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2729,2319,2319,2319,IMG_0099_,IMG_0099_3_0199SET_registered.tif,IMG_0099_2_0199SET_registered.tif,IMG_0099_1_0199SET_registered.tif,IMG_0099_5_0199SET_registered.tif,IMG_0099_4_0199SET_registered.tif,Field35,2020-11-24,no_blackgrass,early,winter_barley,type4,../data/Field35/2020-11-24/no_blackgrass,no_blackgrass,train
2461,6412,6412,6412,IMG_0023_,IMG_0023_3_3_0000SET_registered.tif,IMG_0023_2_3_0000SET_registered.tif,IMG_0023_1_3_0000SET_registered.tif,IMG_0023_5_3_0000SET_registered.tif,IMG_0023_4_3_0000SET_registered.tif,Field38,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field38/2021-03-17/no_blackgrass,no_blackgrass,train
1638,8041,8041,8041,IMG_0011_,IMG_0011_3_0150SET_registered.tif,IMG_0011_2_0150SET_registered.tif,IMG_0011_1_0150SET_registered.tif,IMG_0011_5_0150SET_registered.tif,IMG_0011_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
1986,4056,4056,4056,IMG_0060_,IMG_0060_3_3_0005SET_registered.tif,IMG_0060_2_3_0005SET_registered.tif,IMG_0060_1_3_0005SET_registered.tif,IMG_0060_5_3_0005SET_registered.tif,IMG_0060_4_3_0005SET_registered.tif,Field39,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/no_blackgrass,no_blackgrass,train
1468,7919,7919,7919,IMG_0043_,IMG_0043_3_4_0030SET_registered.tif,IMG_0043_2_4_0030SET_registered.tif,IMG_0043_1_4_0030SET_registered.tif,IMG_0043_5_4_0030SET_registered.tif,IMG_0043_4_4_0030SET_registered.tif,Field17,2021-05-14,no_blackgrass,late,winter_wheat,type7,../data/Field17/2021-05-14/no_blackgrass,no_blackgrass,train
2043,172,172,172,IMG_0028_,IMG_0028_3_0231SET_registered.tif,IMG_0028_2_0231SET_registered.tif,IMG_0028_1_0231SET_registered.tif,IMG_0028_5_0231SET_registered.tif,IMG_0028_4_0231SET_registered.tif,Field43,2020-12-14,no_blackgrass,early,winter_wheat,type6,../data/Field43/2020-12-14/no_blackgrass,no_blackgrass,train
1728,14026,14026,14026,IMG_0122_,IMG_0122_3_3_0150SET_registered.tif,IMG_0122_2_3_0150SET_registered.tif,IMG_0122_1_3_0150SET_registered.tif,IMG_0122_5_3_0150SET_registered.tif,IMG_0122_4_3_0150SET_registered.tif,Field95,2021-04-28,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/no_blackgrass,no_blackgrass,train
2803,7456,7456,7456,IMG_0042_,IMG_0042_3_3_0056SET_registered.tif,IMG_0042_2_3_0056SET_registered.tif,IMG_0042_1_3_0056SET_registered.tif,IMG_0042_5_3_0056SET_registered.tif,IMG_0042_4_3_0056SET_registered.tif,Field46,2021-04-16,no_blackgrass,mid,winter_wheat,type7,../data/Field46/2021-04-16/no_blackgrass,no_blackgrass,train
1655,15786,15786,15786,IMG_0036_,IMG_0036_3_3_0034SET_registered.tif,IMG_0036_2_3_0034SET_registered.tif,IMG_0036_1_3_0034SET_registered.tif,IMG_0036_5_3_0034SET_registered.tif,IMG_0036_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1454,585,585,585,IMG_0019_,IMG_0019_3_0187SET_registered.tif,IMG_0019_2_0187SET_registered.tif,IMG_0019_1_0187SET_registered.tif,IMG_0019_5_0187SET_registered.tif,IMG_0019_4_0187SET_registered.tif,Field14,2020-11-18,no_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/no_blackgrass,no_blackgrass,train
2214,156,156,156,IMG_0014_,IMG_0014_3_0231SET_registered.tif,IMG_0014_2_0231SET_registered.tif,IMG_0014_1_0231SET_registered.tif,IMG_0014_5_0231SET_registered.tif,IMG_0014_4_0231SET_registered.tif,Field43,2020-12-14,no_blackgrass,early,winter_wheat,type6,../data/Field43/2020-12-14/no_blackgrass,no_blackgrass,train
2070,6685,6685,6685,IMG_0074_,IMG_0074_3_2_0108SET_registered.tif,IMG_0074_2_2_0108SET_registered.tif,IMG_0074_1_2_0108SET_registered.tif,IMG_0074_5_2_0108SET_registered.tif,IMG_0074_4_2_0108SET_registered.tif,Field70,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field70/2021-02-17/no_blackgrass,no_blackgrass,train
2280,8064,8064,8064,IMG_0014_,IMG_0014_3_0150SET_registered.tif,IMG_0014_2_0150SET_registered.tif,IMG_0014_1_0150SET_registered.tif,IMG_0014_5_0150SET_registered.tif,IMG_0014_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
2345,1763,1763,1763,IMG_0079_,IMG_0079_3_3_0001SET_registered.tif,IMG_0079_2_3_0001SET_registered.tif,IMG_0079_1_3_0001SET_registered.tif,IMG_0079_5_3_0001SET_registered.tif,IMG_0079_4_3_0001SET_registered.tif,Field40,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field40/2021-03-17/no_blackgrass,no_blackgrass,train
2929,7904,7904,7904,IMG_0032_,IMG_0032_3_4_0030SET_registered.tif,IMG_0032_2_4_0030SET_registered.tif,IMG_0032_1_4_0030SET_registered.tif,IMG_0032_5_4_0030SET_registered.tif,IMG_0032_4_4_0030SET_registered.tif,Field17,2021-05-14,no_blackgrass,late,winter_wheat,type7,../data/Field17/2021-05-14/no_blackgrass,no_blackgrass,train
2297,13334,13334,13334,IMG_0088_,IMG_0088_3_3_0012SET_registered.tif,IMG_0088_2_3_0012SET_registered.tif,IMG_0088_1_3_0012SET_registered.tif,IMG_0088_5_3_0012SET_registered.tif,IMG_0088_4_3_0012SET_registered.tif,Field15,2021-03-19(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field15/2021-03-19(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2814,5369,5369,5369,IMG_0069_,IMG_0069_3_0182SET_registered.tif,IMG_0069_2_0182SET_registered.tif,IMG_0069_1_0182SET_registered.tif,IMG_0069_5_0182SET_registered.tif,IMG_0069_4_0182SET_registered.tif,Field29,2020-11-17,no_blackgrass,early,winter_wheat,type2,../data/Field29/2020-11-17/no_blackgrass,no_blackgrass,train
1990,5866,5866,5866,IMG_0097_,IMG_0097_3_2_0152SET_registered.tif,IMG_0097_2_2_0151SET_registered.tif,IMG_0097_1_2_0151SET_registered.tif,IMG_0097_5_2_0152SET_registered.tif,IMG_0097_4_2_0152SET_registered.tif,Field37,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field37/2021-03-12/no_blackgrass,no_blackgrass,train
2378,4697,4697,4697,IMG_0026_,IMG_0026_3_3_0020SET_registered.tif,IMG_0026_2_3_0020SET_registered.tif,IMG_0026_1_3_0020SET_registered.tif,IMG_0026_5_3_0020SET_registered.tif,IMG_0026_4_3_0020SET_registered.tif,Field83,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field83/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2268,14953,14953,14953,IMG_0076_,IMG_0076_3_0213SET_registered.tif,IMG_0076_2_0213SET_registered.tif,IMG_0076_1_0213SET_registered.tif,IMG_0076_5_0213SET_registered.tif,IMG_0076_4_0213SET_registered.tif,Field41,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field41/2020-11-26/no_blackgrass,no_blackgrass,train
1597,2260,2260,2260,IMG_0002_,IMG_0002_3_0199SET_registered.tif,IMG_0002_2_0199SET_registered.tif,IMG_0002_1_0199SET_registered.tif,IMG_0002_5_0199SET_registered.tif,IMG_0002_4_0199SET_registered.tif,Field35,2020-11-24,no_blackgrass,early,winter_barley,type4,../data/Field35/2020-11-24/no_blackgrass,no_blackgrass,train
1735,13357,13357,13357,IMG_0025_,IMG_0025_3_3_0012SET_registered.tif,IMG_0025_2_3_0012SET_registered.tif,IMG_0025_1_3_0012SET_registered.tif,IMG_0025_5_3_0012SET_registered.tif,IMG_0025_4_3_0012SET_registered.tif,Field15,2021-03-19(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field15/2021-03-19(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2775,1765,1765,1765,IMG_0099_,IMG_0099_3_3_0001SET_registered.tif,IMG_0099_2_3_0001SET_registered.tif,IMG_0099_1_3_0001SET_registered.tif,IMG_0099_5_3_0001SET_registered.tif,IMG_0099_4_3_0001SET_registered.tif,Field40,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field40/2021-03-17/no_blackgrass,no_blackgrass,train
2369,1790,1790,1790,IMG_0027_,IMG_0027_3_3_0001SET_registered.tif,IMG_0027_2_3_0001SET_registered.tif,IMG_0027_1_3_0001SET_registered.tif,IMG_0027_5_3_0001SET_registered.tif,IMG_0027_4_3_0001SET_registered.tif,Field40,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field40/2021-03-17/no_blackgrass,no_blackgrass,train
2627,7845,7845,7845,IMG_0004_,IMG_0004_3_2_0101SET_registered.tif,IMG_0004_2_2_0101SET_registered.tif,IMG_0004_1_2_0101SET_registered.tif,IMG_0004_5_2_0101SET_registered.tif,IMG_0004_4_2_0101SET_registered.tif,Field17,2021-02-16,no_blackgrass,mid,winter_wheat,type7,../data/Field17/2021-02-16/no_blackgrass,no_blackgrass,train
1690,13348,13348,13348,IMG_0024_,IMG_0024_3_3_0012SET_registered.tif,IMG_0024_2_3_0012SET_registered.tif,IMG_0024_1_3_0012SET_registered.tif,IMG_0024_5_3_0012SET_registered.tif,IMG_0024_4_3_0012SET_registered.tif,Field15,2021-03-19(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field15/2021-03-19(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2603,15745,15745,15745,IMG_0053_,IMG_0053_3_3_0034SET_registered.tif,IMG_0053_2_3_0034SET_registered.tif,IMG_0053_1_3_0034SET_registered.tif,IMG_0053_5_3_0034SET_registered.tif,IMG_0053_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1596,15652,15652,15652,IMG_0011_,IMG_0011_3_2_0029SET_registered.tif,IMG_0011_2_2_0029SET_registered.tif,IMG_0011_1_2_0029SET_registered.tif,IMG_0011_5_2_0029SET_registered.tif,IMG_0011_4_2_0029SET_registered.tif,Field53,2021-01-21,no_blackgrass,early,winter_wheat,type8,../data/Field53/2021-01-21/no_blackgrass,no_blackgrass,train
2472,8012,8012,8012,IMG_0097_,IMG_0097_3_0150SET_registered.tif,IMG_0097_2_0150SET_registered.tif,IMG_0097_1_0150SET_registered.tif,IMG_0097_5_0150SET_registered.tif,IMG_0097_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
2865,15739,15739,15739,IMG_0042_,IMG_0042_3_3_0034SET_registered.tif,IMG_0042_2_3_0034SET_registered.tif,IMG_0042_1_3_0034SET_registered.tif,IMG_0042_5_3_0034SET_registered.tif,IMG_0042_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2074,4069,4069,4069,IMG_0034_,IMG_0034_3_3_0005SET_registered.tif,IMG_0034_2_3_0005SET_registered.tif,IMG_0034_1_3_0005SET_registered.tif,IMG_0034_5_3_0005SET_registered.tif,IMG_0034_4_3_0005SET_registered.tif,Field39,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/no_blackgrass,no_blackgrass,train
2215,6404,6404,6404,IMG_0099_,IMG_0099_3_3_0000SET_registered.tif,IMG_0099_2_3_0000SET_registered.tif,IMG_0099_1_3_0000SET_registered.tif,IMG_0099_5_3_0000SET_registered.tif,IMG_0099_4_3_0000SET_registered.tif,Field38,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field38/2021-03-17/no_blackgrass,no_blackgrass,train
1641,7880,7880,7880,IMG_0023_,IMG_0023_3_2_0101SET_registered.tif,IMG_0023_2_2_0101SET_registered.tif,IMG_0023_1_2_0101SET_registered.tif,IMG_0023_5_2_0101SET_registered.tif,IMG_0023_4_2_0101SET_registered.tif,Field17,2021-02-16,no_blackgrass,mid,winter_wheat,type7,../data/Field17/2021-02-16/no_blackgrass,no_blackgrass,train
1522,5831,5831,5831,IMG_0102_,IMG_0102_3_2_0151SET_registered.tif,IMG_0102_2_2_0152SET_registered.tif,IMG_0102_1_2_0152SET_registered.tif,IMG_0102_5_2_0152SET_registered.tif,IMG_0102_4_2_0151SET_registered.tif,Field37,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field37/2021-03-12/no_blackgrass,no_blackgrass,train
1812,10677,10677,10677,IMG_0079_,IMG_0079_3_4_0015SET_registered.tif,IMG_0079_2_4_0015SET_registered.tif,IMG_0079_1_4_0015SET_registered.tif,IMG_0079_5_4_0015SET_registered.tif,IMG_0079_4_4_0015SET_registered.tif,Field97,2021-05-13,no_blackgrass,late,winter_barley,type4,../data/Field97/2021-05-13/no_blackgrass,no_blackgrass,train
2365,5290,5290,5290,IMG_0038_,IMG_0038_3_3_0140SET_registered.tif,IMG_0038_2_3_0140SET_registered.tif,IMG_0038_1_3_0140SET_registered.tif,IMG_0038_5_3_0140SET_registered.tif,IMG_0038_4_3_0140SET_registered.tif,Field29,2021-04-27,no_blackgrass,late,winter_wheat,type2,../data/Field29/2021-04-27/no_blackgrass,no_blackgrass,train
1761,3936,3936,3936,IMG_0082_,IMG_0082_3_4_0083SET_registered.tif,IMG_0082_2_4_0083SET_registered.tif,IMG_0082_1_4_0083SET_registered.tif,IMG_0082_5_4_0083SET_registered.tif,IMG_0082_4_4_0083SET_registered.tif,Field39,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/no_blackgrass,no_blackgrass,train
2004,11883,11883,11883,IMG_0040_,IMG_0040_3_2_0013SET_registered.tif,IMG_0040_2_2_0013SET_registered.tif,IMG_0040_1_2_0013SET_registered.tif,IMG_0040_5_2_0013SET_registered.tif,IMG_0040_4_2_0013SET_registered.tif,Field50,2021-01-18,no_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/no_blackgrass,no_blackgrass,train
